Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 6, 2008 (Saturday)",,Home,MacMurray College,"Beloit, Wis./Strong Stadium",,,"W,27-17",
"September 13, 2008 (Saturday)",,Away,Carroll University,"Waukesha, Wis.",,,"L,0-10",
"September 20, 2008 (Saturday)",,Home,Monmouth College,"Beloit, Wis./Strong Stadium",,,"L,3-51",
"September 27, 2008 (Saturday)",,Home,Knox College,"Beloit, Wis./Strong Stadium",,,"W,38-0",
"October 4, 2008 (Saturday)",,Away,Lake Forest College,"Lake Forest, Ill.",,,"W,27-21",
"October 11, 2008 (Saturday)",,Away,Ripon College,"Ripon, Wis.",,,"L,0-30",
"October 18, 2008 (Saturday)",,Home,Illinois College,"Beloit, Wis./Strong Stadium",,,"L,42-58",
"October 25, 2008 (Saturday)",,Away,Lawrence University,"Appleton, Wis.",,,"W,21-6",
"November 1, 2008 (Saturday)",,Home,St. Norbert College,"Beloit, Wis./Strong Stadium",,,"L,21-42",
"November 8, 2008 (Saturday)",,Away,Grinnell College,"Grinnell, Iowa",,,"W,34-12",
