Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 10, 2022 (Saturday)",6 pm,Home,Lake Forest College,"Appleton, WI/ The Banta Bowl",,,"L,0-55",Box ScoreRecap
"September 17, 2022 (Saturday)",1 pm,Home,Grinnell College,"Appleton, WI/ The Banta Bowl",,,"L,7-28",Box ScoreRecap
"September 24, 2022 (Saturday)",Noon,Away,University of Minnesota Morris,"Morris, MN",,,"L,19-49",Box ScoreRecap
"October 1, 2022 (Saturday)",2 pm,Away,Monmouth College,"Monmouth, IL",,,"L,6-62",Box ScoreRecap
"October 8, 2022 (Saturday)",1 pm,Home,Cornell College,"Appleton, WI/ The Banta Bowl",,,"L,7-27",Box ScoreRecap
"October 15, 2022 (Saturday)",1 pm,Away,Illinois College,"Jacksonville, IL",,,"L,0-57",Box ScoreRecap
"October 22, 2022 (Saturday)",1 pm,Away,Beloit College,"Beloit, WI",,,"L,0-56",Box ScoreRecap
"October 29, 2022 (Saturday)",1 pm,Home,Knox College,"Appleton, WI/ The Banta Bowl",,,"L,0-35",Box ScoreRecap
"November 5, 2022 (Saturday)",1 pm,Home,University of Chicago,"Appleton, WI/ The Banta Bowl",,,"L,0-60",Box ScoreRecap
"November 12, 2022 (Saturday)",Noon,Away,Ripon College,"Ripon, WI",,,"L,0-82",Box ScoreRecap
