Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 6, 2021 (Saturday)",1:00 pm,Away,Central College,"Fulton, MO",,,"L,3-7",Box ScoreRecap
"March 6, 2021 (Saturday)",4:00 pm,Away,Central College,"Fulton, MO",,,"L,5-12",Box ScoreRecap
"March 13, 2021 (Saturday)",12:00 PM,Home,Simpson College,"Monmouth, Ill./Glasgow Field",,,"W,10-7",Box ScoreRecap
"March 13, 2021 (Saturday)",3:00 PM,Home,Simpson College,"Monmouth, Ill./Glasgow Field",,,"W,4-2",Box ScoreRecap
"April 3, 2021 (Saturday)",12:00 pm,Away,Cornell College,"Mount Vernon, IA",,,"W,12-10",Box ScoreRecap
"April 3, 2021 (Saturday)",3:00 pm,Away,Cornell College,"Mount Vernon, IA",,,"W,11-7",Box ScoreRecap
"April 9, 2021 (Friday)",12:00 pm,Home,Illinois College,"Monmouth, Ill./Glasgow Field",,,"W,8-3",Box ScoreRecap
"April 9, 2021 (Friday)",3:00 pm,Home,Illinois College,"Monmouth, Ill./Glasgow Field",,,"L,5-6",Box ScoreRecap
"April 12, 2021 (Monday)",12:00 pm,Home,Knox College,"Monmouth, Ill./Glasgow Field",,,"W,9-0",Box ScoreRecap
"April 12, 2021 (Monday)",3:00 pm,Home,Knox College,"Monmouth, Ill./Glasgow Field",,,"W,16-1",Box ScoreRecap
"April 18, 2021 (Sunday)",12:00 pm,Away,Grinnell College,"Grinnell, IA",,,"W,10-3",Box ScoreRecap
"April 18, 2021 (Sunday)",3:00 pm,Away,Grinnell College,"Grinnell, IA",,,"L,13-16",Box ScoreRecap
"April 22, 2021 (Thursday)",12:00 pm,Home,Cornell College,"Monmouth, Ill./Glasgow Field",,,"L,6-8",Box ScoreRecap
"April 22, 2021 (Thursday)",3:00 pm,Home,Cornell College,"Monmouth, Ill./Glasgow Field",,,"W,3-1",Box ScoreRecap
"April 24, 2021 (Saturday)",12:00 pm,Away,Illinois College,"Jacksonville, IL",,,"W,21-11",Box ScoreRecap
"April 25, 2021 (Sunday)",12:00 pm,Home,Illinois College,"Monmouth, Ill./Glasgow Field",,,"W,12-6",Box ScoreRecap
"April 25, 2021 (Sunday)",3:00 pm,Home,Illinois College,"Monmouth, Ill./Glasgow Field",,,"L,13-14",Box ScoreRecap
"April 28, 2021 (Wednesday)",4:00 pm,Away,Cornell College,"Mount Vernon, IA",,,"L,1-5",Box Score
"April 28, 2021 (Wednesday)",7:00 pm,Away,Cornell College,"Mount Vernon, IA",,,"L,4-5",Box Score
"May 1, 2021 (Saturday)",12:00 pm,Away,Grinnell College,"Grinnell, IA",,,"W,13-1",Box ScoreRecap
"May 1, 2021 (Saturday)",3:00 pm,Away,Grinnell College,"Grinnell, IA",,,"W,16-12",Box ScoreRecap
"May 2, 2021 (Sunday)",12:00 pm,Home,Grinnell College,"Monmouth, Ill./Glasgow Field",,,"W,5-0",Box ScoreRecap
"May 2, 2021 (Sunday)",3:00 pm,Home,Grinnell College,"Monmouth, Ill./Glasgow Field",,,"L,7-9",Box ScoreRecap
"May 13, 2021 (Thursday)",12:00 pm,Home,Knox College,"Monmouth, Ill./Glasgow Field",,,"W,12-2",Box ScoreRecap
"May 13, 2021 (Thursday)",3:00 pm,Home,Knox College,"Monmouth, Ill./Glasgow Field",,,"W,11-1",Box ScoreRecap
"May 17, 2021 (Monday)",2:00 pm,Away,Illinois College,"Jacksonville, IL",,,"L,8-10",Box ScoreRecap
"May 18, 2021 (Tuesday)",1:30 pm,Away,Knox College,"Galesburg, IL",,,"W,11-1",Box ScoreRecap
"May 18, 2021 (Tuesday)",4:30 pm,Away,Knox College,"Galesburg, IL",,,"L,5-11",Box ScoreRecap
