Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 3, 2011 (Saturday)",1:00 pm,Home,Wartburg College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"L,28-35",Box ScoreRecap
"September 10, 2011 (Saturday)",1:00 pm,Away,Grinnell College,"Grinnell, Iowa",,,,"W,61-20",Box ScoreRecap
"September 17, 2011 (Saturday)",1:00 pm,Home,Lawrence University,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,56-0",Box ScoreRecap
"September 24, 2011 (Saturday)",1:00 pm,Away,Illinois College,"Jacksonville, Ill.",,,,"W,55-14",Box ScoreRecap
"October 1, 2011 (Saturday)",1:00 pm,Away,St. Norbert College,"DePere, Wis.",,,,"W,10-3",Box ScoreRecap
"October 8, 2011 (Saturday)",1:00 pm,Home,Ripon College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,42-17",Box ScoreRecap
"October 15, 2011 (Saturday)",1:00 pm,Away,Lake Forest College,"Lake Forest, Ill.",,,,"W,53-47",Box ScoreRecap
"October 22, 2011 (Saturday)",1:00 pm,Home,Beloit College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,63-41",Box ScoreRecap
"October 29, 2011 (Saturday)",1:00 pm,Away,Carroll University,"Waukesha, Wis.",,,,"W,69-14",Box ScoreRecap
"November 5, 2011 (Saturday)",1:00 pm,Home,Knox College,"Monmouth, Ill./April Zorn Memorial Stadium",,,,"W,56-27",Box ScoreRecap
"November 19, 2011 (Saturday)",12:00 pm,Away,Illinois Wesleyan University,"Bloomington, Ill.",,,1st Rd. NCAA Playoffs,"W,33-273 OT",Box ScoreRecap
"November 26, 2011 (Saturday)",12:00 pm,Away,St. Thomas University,"St. Paul, Minn.",,,1st Rd. NCAA Playoffs,"L,10-38",Box ScoreRecap
