Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 22, 2013 (Thursday)",4 p.m.,Home,Concordia University (Wis.) (Exhibition),"RIPON, Wis./Prairie Field",,,,,
"August 30, 2013 (Friday)",4 p.m.,Away,Marian University,"Fond du Lac, Wis.",,,,"L,0-4",RecapBox Score
"August 31, 2013 (Saturday)",3:30 p.m.,Home,Lakeland College,"RIPON, Wis./Prairie Field",,,,"W,4-0",Box ScoreRecapBox Score
"September 6, 2013 (Friday)",3:30 p.m.,Home,Maranatha Baptist Bible College,"RIPON, Wis./Prairie Field",,,,"W,2-0",RecapBox Score
"September 8, 2013 (Sunday)",1 p.m.,Home,Concordia University-Chicago,"RIPON, Wis./Prairie Field",,,,"L,2-4",RecapBox Score
"September 11, 2013 (Wednesday)",7 p.m.,Away,Wisconsin Lutheran College,"Milwaukee, Wis.",,,,"W,2-1",RecapBox Score
"September 15, 2013 (Sunday)",1 p.m.,Home,Edgewood College,"RIPON, Wis./Prairie Field",,,,"L,1-3",RecapBox Score
"September 21, 2013 (Saturday)",11 a.m.,Away,Knox College,"Galesburg, Ill.",,,,"W,6-1",RecapBox Score
"September 22, 2013 (Sunday)",11 a.m.,Away,Monmouth College,"Monmouth, Ill.",,,,"L,0-4",RecapBox Score
"September 28, 2013 (Saturday)",11 a.m.,Home,Illinois College,"RIPON, Wis./Prairie Field",,,,"W,1-0",RecapBox Score
"September 29, 2013 (Sunday)",1 p.m.,Home,UW-Superior,"RIPON, Wis./Prairie Field",,,,"W,4-1",RecapBox Score
"October 5, 2013 (Saturday)",1 p.m.,Home,Lake Forest College,"RIPON, Wis./Prairie Field",,,,"L,3-5",RecapBox Score
"October 6, 2013 (Sunday)",11 a.m.,Home,Beloit College,"RIPON, Wis./Prairie Field",,,,"W,3-0",RecapBox Score
"October 12, 2013 (Saturday)",11 a.m.,Home,Cornell College,"RIPON, Wis./Prairie Field",,,,"T,4-4(2OT)",RecapBox Score
"October 19, 2013 (Saturday)",11 a.m.,Away,Grinnell College,"Grinnell, Iowa",,,,"W,1-0",RecapBox Score
"October 23, 2013 (Wednesday)",3 p.m.,Away,Lawrence University,"Appleton, Wis.",,,,"L,0-1",RecapBox Score
"October 27, 2013 (Sunday)",3 p.m.,Home,Cardinal Stritch University,"RIPON, Wis./Prairie Field",,,Senior Day,"W,2-0",RecapBox Score
"October 31, 2013 (Thursday)",3 p.m.,Home,St. Norbert College,"RIPON, Wis./Prairie Field",,,,"W,1-0",RecapBox Score
"November 3, 2013 (Sunday)",11 a.m.,Away,Carroll University,"Waukesha, Wis.",,,,"L,0-2",RecapBox Score
