Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Jones, Terrel",FR-1,10.96m,"35' 11.5""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Serunjogi, Tefiro",JR-3,10.71m,"35' 1.75""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Jones, Terrel",FR-1,10.59m,"34' 9""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Jones, Terrel",FR-1,10.41m,"34' 2""",Central College Open,"Apr 16, 2014"
,"Serunjogi, Tefiro",JR-3,10.29m,"33' 9.25""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Jones, Terrel",FR-1,10.14m,"33' 3.25""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Serunjogi, Tefiro",JR-3,10.01m,"32' 10.25""",Cornell College Invitational,"Apr 5, 2014"
,"Serunjogi, Tefiro",JR-3,9.81m,"32' 2.25""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Serunjogi, Tefiro",JR-3,9.72m,"31' 10.75""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Serunjogi, Tefiro",JR-3,9.60m,"31' 6""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Serunjogi, Tefiro",JR-3,9.58m,"31' 5.25""",Cornell College Invitational,"Apr 5, 2014"
,"Serunjogi, Tefiro",JR-3,9.50m,"31' 2""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Jones, Terrel",FR-1,9.34m,"30' 7.75""",Central College Open,"Apr 16, 2014"
,"Serunjogi, Tefiro",JR-3,9.33m,"30' 7.5""",Emory Invitational,"Mar 21, 2014"
,"Serunjogi, Tefiro",JR-3,8.98m,"29' 5.5""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Serunjogi, Tefiro",JR-3,8.88m,"29' 1.75""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Serunjogi, Tefiro",JR-3,8.72m,"28' 7.5""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Serunjogi, Tefiro",JR-3,8.71m,"28' 7""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Serunjogi, Tefiro",JR-3,8.69m,"28' 6.25""",Cornell College Invitational,"Apr 5, 2014"
