Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Davis, Ryan",SO-2,31.24m,"102' 6""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Davis, Ryan",SO-2,30.79m,"101' 0""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Serunjogi, Tefiro",JR-3,28.67m,"94' 1""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Davis, Ryan",SO-2,28.67m,"94' 1""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Davis, Ryan",SO-2,28.33m,"92' 11""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Jones, Terrel",FR-1,28.20m,"92' 6""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Davis, Ryan",SO-2,28.10m,"92' 2""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Serunjogi, Tefiro",JR-3,27.61m,"90' 7""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Serunjogi, Tefiro",JR-3,27.49m,"90' 2""",Cornell College Invitational,"Apr 5, 2014"
,"Serunjogi, Tefiro",JR-3,27.44m,"90' 0""",Cornell College Invitational,"Apr 5, 2014"
,"Serunjogi, Tefiro",JR-3,26.03m,"85' 5""",Cornell College Invitational,"Apr 5, 2014"
,"Jones, Terrel",FR-1,25.90m,"85' 0""",Central College Open,"Apr 16, 2014"
,"Davis, Ryan",SO-2,25.00m,"82' 0""",Cornell College Invitational,"Apr 5, 2014"
,"Davis, Ryan",SO-2,24.85m,"81' 6""",Cornell College Invitational,"Apr 5, 2014"
,"Jones, Terrel",FR-1,24.78m,"81' 3""",Cornell College Invitational,"Apr 5, 2014"
,"Jones, Terrel",FR-1,23.87m,"78' 4""",Cornell College Invitational,"Apr 5, 2014"
,"Serunjogi, Tefiro",JR-3,22.67m,"74' 4""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Serunjogi, Tefiro",JR-3,22.34m,"73' 3""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Serunjogi, Tefiro",JR-3,21.78m,"71' 5""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Serunjogi, Tefiro",JR-3,21.73m,"71' 3""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Jones, Terrel",FR-1,20.64m,"67' 8""",Central College Open,"Apr 16, 2014"
