Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Jones, Terrel",FR-1,34.86m,"114' 4""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Jones, Terrel",FR-1,34.23m,"112' 4""",Cornell College Invitational,"Apr 5, 2014"
,"Jones, Terrel",FR-1,33.76m,"110' 9""",Central College Open,"Apr 16, 2014"
,"Jones, Terrel",FR-1,33.49m,"109' 10""",2014 Jim Duncan Invitational,"Apr 11, 2014"
,"Jones, Terrel",FR-1,32.95m,"108' 1""",Cornell College Invitational,"Apr 5, 2014"
,"Jones, Terrel",FR-1,32.54m,"106' 9""",Cornell College Invitational,"Apr 5, 2014"
,"Jones, Terrel",FR-1,30.73m,"100' 10""",Central College Open,"Apr 16, 2014"
,"Jones, Terrel",FR-1,30.04m,"98' 7""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Davis, Ryan",SO-2,28.83m,"94' 7""",Cornell College Invitational,"Apr 5, 2014"
,"Davis, Ryan",SO-2,28.49m,"93' 6""",Cornell College Invitational,"Apr 5, 2014"
,"Serunjogi, Tefiro",JR-3,27.81m,"91' 3""",Cornell College Invitational,"Apr 5, 2014"
,"Jones, Terrel",FR-1,27.45m,"90' 1""",Cornell College Invitational,"Apr 5, 2014"
,"Davis, Ryan",SO-2,27.26m,"89' 5""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Davis, Ryan",SO-2,26.68m,"87' 6""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Davis, Ryan",SO-2,26.53m,"87' 0""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Serunjogi, Tefiro",JR-3,26.43m,"86' 8""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Serunjogi, Tefiro",JR-3,25.96m,"85' 2""",Emory Invitational,"Mar 21, 2014"
,"Serunjogi, Tefiro",JR-3,25.75m,"84' 6""",Cornell College Invitational,"Apr 5, 2014"
,"Serunjogi, Tefiro",JR-3,25.55m,"83' 10""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Serunjogi, Tefiro",JR-3,25.54m,"83' 9""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Davis, Ryan",SO-2,25.16m,"82' 6""",Cornell College Invitational,"Apr 5, 2014"
,"Davis, Ryan",SO-2,24.90m,"81' 8""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Serunjogi, Tefiro",JR-3,24.72m,"81' 1""",Wartburg Outdoor Twilight,"Apr 22, 2014"
,"Davis, Ryan",SO-2,24.31m,"79' 9""",2014 Kip Janvrin Open,"Apr 24, 2014"
,"Jones, Terrel",FR-1,23.70m,"77' 9""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Davis, Ryan",SO-2,23.66m,"77' 7""",2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Serunjogi, Tefiro",JR-3,23.43m,"76' 10""",2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Jones, Terrel",FR-1,22.68m,"74' 5""",Cornell College Invitational,"Apr 5, 2014"
