Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Hardman, Ed",SO-2,22.64,2014 Midwest Conference T&F Championships,"May 9, 2014",0.7
,"Hardman, Ed",SO-2,22.66,2014 Monmouth Fighting Scots Outdoor,"May 3, 2014",0.9
,"Hardman, Ed",SO-2,22.7,Cornell College Invitational,"Apr 5, 2014",-0.6
,"Hardman, Ed",SO-2,22.71,2014 Jim Duncan Invitational,"Apr 11, 2014",-2.8
,"Hardman, Ed",SO-2,22.77,2014 Kip Janvrin Open,"Apr 24, 2014",-1.4
,"Edwards, Ronald",SR-4,22.79,2014 Monmouth Fighting Scots Outdoor,"May 3, 2014",0.5
,"Hardman, Ed",SO-2,22.98,2014 Midwest Conference T&F Championships,"May 9, 2014",-1.9
,"Fulgoni, Gus",JR-3,23.84,Cornell College Invitational,"Apr 5, 2014",-0.6
,"Silvia, Colton",FR-1,23.98,2014 Jim Duncan Invitational,"Apr 11, 2014",-2.4
,"Gallagher, John",FR-1,25.51,2014 Kip Janvrin Open,"Apr 24, 2014",-0.8
,"Hernandez, Luis",JR-3,26.06,2014 Midwest Conference T&F Championships,"May 9, 2014",0.7
,"Hernandez, Luis",JR-3,26.2,2014 Monmouth Fighting Scots Outdoor,"May 3, 2014",0.2
