Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"November 19, 2011 (Saturday)",1:00 p.m.,Away,Principia College,"St. Louis, MO",,,,"W,145-97",Box ScoreBox Score
"November 22, 2011 (Tuesday)",7:00 p.m.,Home,Wartburg College,"Grinnell, IA/Darby Gymnasium",,,,"W,115-97",Box ScoreBox Score
"November 25, 2011 (Friday)",6:00 p.m.,Home,Presentation College,"Grinnell, IA/Darby Gymnasium",,,Pizza Ranch Classic,"W,126-98",Box ScoreBox Score
"November 26, 2011 (Saturday)",4:00 p.m.,Away,William Penn University (Iowa),"Oskaloosa, IA",,,Pizza Ranch Classic,"W,150-137",Box ScoreBox Score
"December 2, 2011 (Friday)",7:00 p.m.,Home,St. Norbert College,"Grinnell, IA/Darby Gymnasium",,,,"W,108-98Grinnell wins MWC opener",Box ScoreBox Score
"December 3, 2011 (Saturday)",4:00 p.m.,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,,"W,125-103",Box ScoreBox Score
"December 7, 2011 (Wednesday)",5:00 p.m.,Away,Knox College,"Galesburg, IL",,,,"W,85-68",Box ScoreBox Score
"December 10, 2011 (Saturday)",3:00 p.m.,Home,Carroll University,"Grinnell, IA/Darby Gymnasium",,,,"W,103-89",Box ScoreBox Score
"January 5, 2012 (Thursday)",7:00 p.m.,Away,Beloit College,"Beloit, WI",,,,"W,117-107",Box ScoreBox Score
"January 10, 2012 (Tuesday)",6:00 p.m.,Home,Illinois College,"Grinnell, IA/Darby Gymnasium",,,,"W,115-113",Box ScoreBox Score
"January 13, 2012 (Friday)",7:00 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,103-94",Box ScoreBox Score
"January 14, 2012 (Saturday)",3:00 p.m.,Away,Carroll University,"Waukesha, Wi",,,,"L,106-109",Box ScoreBox Score
"January 20, 2012 (Friday)",7:00 p.m.,Home,Beloit College,"Grinnell, IA/Darby Gymnasium",,,,"W,117-84",Box ScoreBox Score
"January 21, 2012 (Saturday)",4:00 p.m.,Home,Lawrence University,"Grinnell, IA/Darby Gymnasium",,,,"W,98-74",Box ScoreBox Score
"January 25, 2012 (Wednesday)",7:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,102-90",Box ScoreBox Score
"January 28, 2012 (Saturday)",3:00 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"W,98-92",Box ScoreBox Score
"January 31, 2012 (Tuesday)",7:00 p.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,,"W,128-87",Box ScoreBox Score
"February 3, 2012 (Friday)",7:00 p.m.,Away,Ripon College,"Ripon, WI",,,,"L,96-105",Box ScoreBox Score
"February 4, 2012 (Saturday)",3:00 p.m.,Away,St. Norbert College,De Pere. WI,,,,"L,96-97",Box ScoreBox Score
"February 8, 2012 (Wednesday)",7:00 p.m.,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,,"W,87-75",Box ScoreBox Score
"February 11, 2012 (Saturday)",3:00 p.m.,Away,Illinois College,"Jacksonville, IL",,,,"L,135-144",Box ScoreBox Score
"February 18, 2012 (Saturday)",3:00 p.m.,Home,Lake Forest College,"Grinnell, IA/Darby Gymnasium",,,,"W,112-101",Box ScoreRecapBox Score
"February 24, 2012 (Friday)",7:30 p.m.,Neutral,St. Norbert College,"Lake Forest, Ill.",,,Midwest Conference Tournament,"L,83-103",Box ScoreRecap
