0,1,2
POINTS,2,Ripon (10/05/2024)
GOALS,1,Mt. Mercy (09/06/2024) Ripon (10/05/2024) Edgewood College (10/06/2024) Augustana (IL) (10/19/2024) Monmouth (IL) (10/30/2024) Lawrence (11/08/2024)
ASSISTS,1,Edgewood College (10/06/2024) Augustana (IL) (10/19/2024) Monmouth (IL) (10/30/2024) Lawrence (11/08/2024)
SHOTS,1,Cornell College (10/22/2024)
SHOTS ON GOAL,1,Knox (10/02/2024) Cornell College (10/22/2024) Beloit (10/26/2024)
SAVES,1,Benedictine (IL) (09/14/2024) Lake Forest (09/28/2024) Edgewood College (10/06/2024)
FOULS,4,Lawrence (11/08/2024)
CORNER KICKS,1,Cornell College (10/22/2024)
