0,1,2
POINTS,16,Lawrence (11/02/2024)
GOALS,6,Lawrence (11/02/2024)
ASSISTS,4,Lawrence (11/02/2024)
SHOTS,23,Dubuque (08/30/2024)
SHOTS ON GOAL,13,Lawrence (11/02/2024)
SAVES,10,Cornell College (10/22/2024) Monmouth (IL) (10/30/2024)
FOULS,13,Mt. Mercy (09/06/2024) Ripon (10/05/2024)
CORNER KICKS,8,Illinois Col. (10/12/2024) Lawrence (11/08/2024)
