Statistic,High,Player,Opponent
POINTS,5,"Delborne, Ramona",Cornell College (10/22/2024)
GOALS,2,"Swaim, Campbell Swaim, Campbell",Benedictine (IL) (09/14/2024) Cornell College (10/22/2024)
ASSISTS,2,"Delborne, Ramona",Benedictine (IL) (09/14/2024)
SHOTS,6,"Delborne, Ramona",Benedictine (IL) (09/14/2024)
SHOTS ON GOAL,4,"Komsthoeft, Reese Swaim, Campbell",Ripon (10/05/2024) Cornell College (10/22/2024)
SAVES,8,"Dixon, Peyton",Lawrence (11/08/2024)
FOULS,3,"Duenas, Amelia Joshi, Rama Swaim, Campbell Bambi, Giada Duenas, Amelia",Simpson (09/11/2024) Benedictine (IL) (09/14/2024) Ripon (10/05/2024) Lawrence (11/02/2024) Lawrence (11/08/2024)
