Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 20, 1994 (Tuesday)",,Away,Macalester,"St. Paul, MN",,,"L,0-1",
"September 21, 1994 (Wednesday)",,Home,Coe,"Grinnell, IA",,,"W,9-0",
"September 24, 1994 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"W,9-0",
"September 25, 1994 (Sunday)",,Away,Monmouth,"Monmouth, IL",,,"W,10-0",
"September 29, 1994 (Thursday)",,Home,Cornell,"Grinnell, IA",,,"W,5-0",
"October 1, 1994 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,5-0",
"October 2, 1994 (Sunday)",,Home,Illinois College,"Grinnell, IA",,,"W,10-0",
"October 5, 1994 (Wednesday)",,Away,Coe,"Cedar Rapids, IA",,,"W,5-1",
"October 8, 1994 (Saturday)",,Home,Saint Benedict,"Grinnell, IA",,,"W,2-1",
"October 14, 1994 (Friday)",,Away,Knox,"Galesburg, IL",,,"W,2-0",
"October 15, 1994 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"W,8-0",
"October 19, 1994 (Wednesday)",,Away,Chicago,"Chicago, IL",,,"L,1-4",
"October 20, 1994 (Thursday)",,Away,DePauw,"Green Castle, IA",,,"L,1-4",
"October 23, 1994 (Sunday)",,Away,Cornell,"Moumnt Vernon, IA",,,"W,6-0",
"October 29, 1994 (Saturday)",,Neutral,Lake Forest (MWC Tournament Championship),"De Pere, WI",,,"L,1-3",
