#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
6.0,"Curiskis, Artis 6Curiskis, Artis",10,10,388,3,5,11,19,0.158,12,0.632,1-0,0,0-0,View Bio
8.0,"DiMarco, Antonio 8DiMarco, Antonio",10,10,579,4,3,11,19,0.211,10,0.526,0-0,2,0-0,View Bio
10.0,"Hurley, Michael 10Hurley, Michael",10,10,649,4,3,11,26,0.154,14,0.538,1-0,0,0-0,View Bio
21.0,"Brule, Nicholas 21Brule, Nicholas",10,10,245,4,0,8,15,0.267,8,0.533,0-0,1,0-0,
11.0,"Sorenson, Evan 11Sorenson, Evan",10,10,362,3,1,7,10,0.3,6,0.6,0-0,1,0-0,View Bio
12.0,"Froikin, Caelum 12Froikin, Caelum",7,1,189,2,0,4,5,0.4,3,0.6,0-0,0,0-0,View Bio
15.0,"Kakkar, Ambar 15Kakkar, Ambar",10,0,310,2,0,4,10,0.2,7,0.7,0-0,1,1-1,View Bio
17.0,"Leitson, David 17Leitson, David",7,0,269,1,2,4,4,0.25,2,0.5,1-0,0,0-0,View Bio
13.0,"Harroun, Nikolai 13Harroun, Nikolai",9,4,317,1,1,3,3,0.333,2,0.667,1-0,0,0-0,View Bio
5.0,"Edgerton, Ezra 5Edgerton, Ezra",10,6,534,0,2,2,2,0.0,1,0.5,0-0,0,0-0,View Bio
4.0,"Kamp, Michael 4Kamp, Michael",6,0,164,1,0,2,3,0.333,2,0.667,0-0,0,0-0,View Bio
3.0,"Narum, Pearse 3Narum, Pearse",10,9,473,1,0,2,2,0.5,1,0.5,2-0,1,0-0,View Bio
28.0,"Paige, Eric 28Paige, Eric",1,0,4,1,0,2,1,1.0,1,1.0,0-0,0,0-0,View Bio
23.0,"Saenz, Joe 23Saenz, Joe",10,10,710,1,0,2,2,0.5,2,1.0,1-0,0,1-1,View Bio
2.0,"Sanchez-Conde, Francisco 2Sanchez-Conde, Francisco",8,5,492,0,2,2,8,0.0,3,0.375,0-0,0,0-0,View Bio
16.0,"Thal, Zachary 16Thal, Zachary",7,0,217,1,0,2,2,0.5,2,1.0,0-0,0,0-0,
24.0,"Dooley, Timothy 24Dooley, Timothy",7,0,114,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
29.0,"Esquivel, Jose 29Esquivel, Jose",1,0,52,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
7.0,"Fluharty, Noah 7Fluharty, Noah",10,6,438,0,0,0,0,0.0,0,0.0,1-0,0,0-0,View Bio
26.0,"Holcomb, Jackson 26Holcomb, Jackson",1,0,21,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
27.0,"Lavin, Joshua 27Lavin, Joshua",7,6,383,0,0,0,1,0.0,0,0.0,0-0,0,0-0,
19.0,"Liebman, Zachary 19Liebman, Zachary",8,3,323,0,0,0,2,0.0,2,1.0,0-0,0,0-0,View Bio
14.0,"Marin, Juan 14Marin, Juan",10,0,338,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
1.0,"May, Major 1May, Major",10,10,662,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
0.0,"Nattinger, Michael 0Nattinger, Michael",3,0,67,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
25.0,"Orozco, Alejandro 25Orozco, Alejandro",4,0,33,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
22.0,"Scott, Edward 22Scott, Edward",1,0,20,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
,Total,10,-,8353,29,19,77,135,0.215,79,0.585,18-1,6,2-2,
,Opponent,10,-,8050,10,9,29,81,0.123,33,0.407,16-3,3,0-0,
