Statistic,High,Player,Opponent
POINTS,9,Antonio Dimarco,Crown College (9/4/2015)
GOALS,4,Antonio Dimarco,Crown College (9/4/2015)
ASSISTS,3,Artis Curiskis,Crown College (9/4/2015)
SHOTS,8,Antonio Dimarco,Crown College (9/4/2015)
SHOTS ON GOAL,7,Antonio Dimarco,Crown College (9/4/2015)
SAVES,6,Major May,Lawrence University (10/17/2015)
FOULS,2,Antonio Dimarco,Knox College (9/19/2015)
