0,1,2
POINTS,8,Knox College (9/19/2015)
GOALS,3,Knox College (9/19/2015)
ASSISTS,3,Illinois College (10/24/2015)
SHOTS,16,"Simpson (9/1/2015) Dubuque, Univ. of (9/9/2015)"
SHOTS ON GOAL,8,Knox College (9/19/2015)
SAVES,10,Crown College (9/4/2015)
FOULS,21,Knox College (9/19/2015)
CORNER KICKS,11,Simpson (9/1/2015) Carleton College (9/12/2015)
