0,1,2,3,4,5
"Grinnell, IA",369,362,731,155,6th
Hailey Speck,87,90,177,33,t-15th
Samanike Hengst,94,87,181,37,t-23rd
Alex Plemmons,94,90,184,40,28th
Lauren Yi,94,95,189,45,t-29th
