0,1,2,3,4,5
Grinnell College,352,353,705,129,3rd
Hailey Speck,86,88,174,30,13th
Alex Plemmons,90,85,175,31,14th
Samanike Hengst,89,89,178,34,t-16th
Lauren Yi,87,91,178,34,t-16th
Kayleigh Kresse,93,91,184,40,20th
