0,1,2,3,4,5
Grinnell College,347,355,702,126,3rd
Hailey Speck,84,85,169,25,9th
Lauren Yi,86,91,177,33,15th
Kayleigh Kresse,92,86,178,34,t-16th
Alex Plemmons,85,93,178,34,t-16th
