0,1,2,3,4,5
Grinnell College,351,354,705,129.0,13th
Hailey Speck,83,81,164,20.0,t-30th
Kayleigh Kresse,84,87,171,27.0,t-42nd
Samanike Hengst,93,87,180,36.0,t-59th
Lauren Yi,91,99,190,46.0,t-73rd
Emily Adam#,108,109,217,73.0,89th
Alex Plemmons,97,wd,97,,
