Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2021 (Wednesday)",6 pm,Home,Kalamazoo,,,,"W,1-0",Box ScoreRecap
"September 3, 2021 (Friday)",5 pm,Away,Wabash,,,,"W,2-1",Box ScoreRecap
"September 10, 2021 (Friday)",7:30 pm,Away,Macalester,,,,"W,1-0",Box ScoreRecap
"September 12, 2021 (Sunday)",1 pm,Away,St. Olaf,,,,"T,1-1",Box ScoreRecap
"September 17, 2021 (Friday)",7 pm,Home,#16 Christopher Newport,,,,"W,3-1",Box ScoreRecap
"September 19, 2021 (Sunday)",1 pm,Home,#20 Luther,,,,"W,2-0",Box ScoreRecap
"September 22, 2021 (Wednesday)",7 pm,Away,Wheaton (Ill.),,,,"L,0-1",Box ScoreRecap
"September 25, 2021 (Saturday)",1 pm,Home,John Carroll,,,,"L,0-1",Box ScoreRecap
"September 29, 2021 (Wednesday)",5 pm,Home,#3 Calvin,,,,"W,2-0",Box ScoreRecap
"October 2, 2021 (Saturday)",1:30 pm,Away,#18 Emory,,,,"L,1-2",Box ScoreRecap
"October 6, 2021 (Wednesday)",7 pm,Home,Carthage,,,,"W,1-0",Box ScoreRecap
"October 9, 2021 (Saturday)",1:30 pm,Home,Rochester (N.Y.),,,,"W,1-0",Box ScoreRecap
"October 15, 2021 (Friday)",5:30 pm,Home,Brandeis,,,,"L,0-1",Box ScoreRecap
"October 17, 2021 (Sunday)",1:45 pm,Home,#7 New York Univ.,,,,"W,3-0",Box ScoreRecap
"October 23, 2021 (Saturday)",7 pm,Away,North Park,,,,"W,1-0",Box ScoreRecap
"October 29, 2021 (Friday)",7:30 pm,Away,Case Western Reserve,,,,"W,2-1",Box ScoreRecap
"October 31, 2021 (Sunday)",1:30 pm,Away,Carnegie Mellon,,,,"W,2-0",Box ScoreRecap
"November 6, 2021 (Saturday)",7 pm,Away,#3 Washington-St. Louis,,,,"L,0-1",Box ScoreRecap
"November 13, 2021 (Saturday)",11 am,Neutral,Webster,"Westerville, Ohio",,,"W,3-0",Box ScoreRecap
"November 14, 2021 (Sunday)",1 pm,Neutral,#9 Otterbein,Westerville,,,"W,2-0",Box ScoreRecap
"November 19, 2021 (Friday)",3:30 pm,Home,#16 Calvin,Location TBD,,,"W,1-0",Box ScoreRecap
"November 20, 2021 (Saturday)",3 pm,Away,North Park,,,,"W,2-0",Box ScoreRecap
"December 3, 2021 (Friday)",7:30 pm,Neutral,Amherst,"Greensboro, N.C.",,,"L,0-1",Box ScoreRecap
