0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Kohawk Classic,"Aug 31-Sep 1, 2024",2,73-80=153,+9,6th/88
Wartburg College Fall Invite,"Sep 7-8, 2024",2,72-73=145,+1,2nd/96
Illinois Wesleyan Univ. Fall Classic,"Sep 14-15, 2024",2,72-77=149,+5,t-10th/124
2024 SLIAC Women's Championship,"Oct 6-8, 2024",3,78-77-70=225,+9,5th/51
SEASON TOTALS,SEASON TOTALS,9,672 Avg. 74.7,+3,-
