0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
2024 SLIAC Women's Championship,"Oct 6-8, 2024",3,86-83-82=251,+35,t-20th/51
SEASON TOTALS,SEASON TOTALS,3,251 Avg. 83.7,+12,-
