0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg College Fall Invite,"Sep 7-8, 2024",2,76-77=153,+9,11th/96
Illinois Wesleyan Univ. Fall Classic,"Sep 14-15, 2024",2,80-75=155,+11,t-23rd/124
2024 SLIAC Women's Championship,"Oct 6-8, 2024",3,77-73-74=224,+8,4th/51
SEASON TOTALS,SEASON TOTALS,7,532 Avg. 76.0,+4,-
