Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Clawson, Ian",FR-1,41.00m,"134' 6""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Clawson, Ian",FR-1,40.60m,"133' 2""",D3 Challenge,"Mar 25, 2023"
,"Clawson, Ian",FR-1,40.15m,"131' 9""",Mustang Open,"Apr 1, 2023"
,"Clawson, Ian",FR-1,39.87m,"130' 10""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Clawson, Ian",FR-1,39.63m,"130' 0""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Clawson, Ian",FR-1,39.63m,"130' 0""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Clawson, Ian",FR-1,39.58m,"129' 10""",D3 Challenge,"Mar 25, 2023"
,"Clawson, Ian",FR-1,39.38m,"129' 2""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Clawson, Ian",FR-1,39.29m,"128' 11""",Dick Young Classic,"Apr 22, 2023"
,"Clawson, Ian",FR-1,39.21m,"128' 8""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Clawson, Ian",FR-1,39.01m,"128' 0""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Clawson, Ian",FR-1,38.97m,"127' 10""",Rittgers Invitational,"Apr 7, 2023"
,"Clawson, Ian",FR-1,38.96m,"127' 10""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Richter, Theo",SO-2,38.67m,"126' 10""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Clawson, Ian",FR-1,38.57m,"126' 6""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Clawson, Ian",FR-1,38.57m,"126' 6""",Rittgers Invitational,"Apr 7, 2023"
,"Clawson, Ian",FR-1,38.50m,"126' 4""",Rittgers Invitational,"Apr 7, 2023"
,"Richter, Theo",SO-2,38.27m,"125' 7""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Richter, Theo",SO-2,37.99m,"124' 8""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Clawson, Ian",FR-1,37.69m,"123' 8""",D3 Challenge,"Mar 25, 2023"
,"Clawson, Ian",FR-1,37.67m,"123' 7""",D3 Challenge,"Mar 25, 2023"
,"Clawson, Ian",FR-1,37.65m,"123' 6""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Clawson, Ian",FR-1,37.60m,"123' 4""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Richter, Theo",SO-2,37.48m,"122' 11""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Richter, Theo",SO-2,37.45m,"122' 10""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Clawson, Ian",FR-1,37.38m,"122' 8""",Mustang Open,"Apr 1, 2023"
,"Clawson, Ian",FR-1,37.31m,"122' 5""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Clawson, Ian",FR-1,37.15m,"121' 10""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Richter, Theo",SO-2,37.10m,"121' 9""",Dick Young Classic,"Apr 22, 2023"
,"Clawson, Ian",FR-1,37.00m,"121' 5""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Richter, Theo",SO-2,36.81m,"120' 9""",Mustang Open,"Apr 1, 2023"
,"Clawson, Ian",FR-1,36.57m,"120' 0""",Rittgers Invitational,"Apr 7, 2023"
,"Richter, Theo",SO-2,36.52m,"119' 10""",Mustang Open,"Apr 1, 2023"
,"Richter, Theo",SO-2,36.33m,"119' 2""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Clawson, Ian",FR-1,36.13m,"118' 6""",Rittgers Invitational,"Apr 7, 2023"
,"Clawson, Ian",FR-1,35.36m,"116' 0""",Rittgers Invitational,"Apr 7, 2023"
,"Bean, Garret",SO-2,35.25m,"115' 8""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Bean, Garret",SO-2,34.80m,"114' 2""",Rittgers Invitational,"Apr 7, 2023"
,"Richter, Theo",SO-2,34.72m,"113' 11""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Bean, Garret",SO-2,34.49m,"113' 2""",Rittgers Invitational,"Apr 7, 2023"
,"Bean, Garret",SO-2,34.13m,"112' 0""",Dick Young Classic,"Apr 22, 2023"
,"Clawson, Ian",FR-1,34.05m,"111' 8""",D3 Challenge,"Mar 25, 2023"
,"Richter, Theo",SO-2,33.40m,"109' 7""",Rittgers Invitational,"Apr 7, 2023"
,"Chu, Travis",SO-2,33.06m,"108' 5""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Bean, Garret",SO-2,33.03m,"108' 4""",Mustang Open,"Apr 1, 2023"
,"Chu, Travis",SO-2,32.83m,"107' 8""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Clawson, Ian",FR-1,32.75m,"107' 5""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Bean, Garret",SO-2,32.61m,"107' 0""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Clawson, Ian",FR-1,32.57m,"106' 10""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Chu, Travis",SO-2,32.52m,"106' 8""",D3 Challenge,"Mar 25, 2023"
,"Bean, Garret",SO-2,32.46m,"106' 6""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Bean, Garret",SO-2,32.24m,"105' 9""",D3 Challenge,"Mar 25, 2023"
,"Bean, Garret",SO-2,32.20m,"105' 8""",Rittgers Invitational,"Apr 7, 2023"
,"Clawson, Ian",FR-1,32.19m,"105' 7""",D3 Challenge,"Mar 25, 2023"
,"Bean, Garret",SO-2,32.17m,"105' 6""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Basinger, Brayden",FR-1,32.02m,"105' 1""",D3 Challenge,"Mar 25, 2023"
,"Bean, Garret",SO-2,31.66m,"103' 10""",Mustang Open,"Apr 1, 2023"
,"Basinger, Brayden",FR-1,31.37m,"102' 11""",D3 Challenge,"Mar 25, 2023"
,"Clawson, Ian",FR-1,31.11m,"102' 1""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Bean, Garret",SO-2,31.03m,"101' 10""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Bean, Garret",SO-2,30.84m,"101' 2""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Chu, Travis",SO-2,30.47m,"100' 0""",Dick Young Classic,"Apr 22, 2023"
,"Bean, Garret",SO-2,30.18m,"99' 0""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Bean, Garret",SO-2,30.17m,"99' 0""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Bean, Garret",SO-2,30.16m,"98' 11""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Basinger, Brayden",FR-1,29.92m,"98' 2""",D3 Challenge,"Mar 25, 2023"
,"Bean, Garret",SO-2,28.61m,"93' 10""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Bean, Garret",SO-2,27.99m,"91' 10""",SMU Cardinal Invitational,"Apr 15, 2023"
,"Basinger, Brayden",FR-1,27.92m,"91' 7""",Dick Young Classic,"Apr 22, 2023"
,"Basinger, Brayden",FR-1,26.83m,"88' 0""",Mustang Open,"Apr 1, 2023"
