Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Novelle, Jack",FR-1,1.82m,"5' 11.5""",Rittgers Invitational,"Apr 7, 2023"
,"Novelle, Jack",FR-1,1.80m,"5' 10.75""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Novelle, Jack",FR-1,1.80m,"5' 10.75""",Norse Invite,"Apr 15, 2023"
,"Novelle, Jack",FR-1,1.77m,"5' 9.75""",Rittgers Invitational,"Apr 7, 2023"
,"Novelle, Jack",FR-1,1.77m,"5' 9.75""",D3 Challenge,"Mar 25, 2023"
,"Novelle, Jack",FR-1,1.75m,"5' 8.75""",Norse Invite,"Apr 15, 2023"
,"Novelle, Jack",FR-1,1.75m,"5' 8.75""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Novelle, Jack",FR-1,1.75m,"5' 8.75""",2023 Kip Janvrin Open,"Apr 27, 2023"
,"Novelle, Jack",FR-1,1.72m,"5' 7.75""",Midwest Conference Outdoor Championships,"May 12, 2023"
,"Novelle, Jack",FR-1,1.72m,"5' 7.75""",Rittgers Invitational,"Apr 7, 2023"
,"Novelle, Jack",FR-1,1.72m,"5' 7.75""",D3 Challenge,"Mar 25, 2023"
,"Novelle, Jack",FR-1,1.70m,"5' 7""",Monmouth College Fighting Scot Outdoor,"May 6, 2023"
,"Novelle, Jack",FR-1,1.70m,"5' 7""",Norse Invite,"Apr 15, 2023"
,"Novelle, Jack",FR-1,1.67m,"5' 5.75""",D3 Challenge,"Mar 25, 2023"
