Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Fornari, Luca",SR-4,4.25m,"13' 11.25""",Grinnell Opener Invite,"Dec 6, 2024"
,"Thota, Rohan",FR-1,3.85m,"12' 7.5""",Dutch Athletic Classic,"Jan 17, 2025"
