Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:25.55 #,"Silvia, Moorehead, Braun, Edwards",Wartburg Invite,"Feb 22, 2014"
,3:25.33 #,"Fulgoni, Edwards, Silvia, Moorehead",Darren Young Indoor Classic,"Feb 15, 2014"
