0,1,2
POINTS,2,Buena Vista (9/11/2016) Simpson (IA) (9/14/2016) Nebraska Wesleyan (9/17/2016) Knox (10/8/2016) St. Norbert College (10/15/2016)
GOALS,1,Buena Vista (9/11/2016) Simpson (IA) (9/14/2016) Nebraska Wesleyan (9/17/2016) Knox (10/8/2016) St. Norbert College (10/15/2016) Wis.-Whitewater (10/20/2016) Ripon College (10/22/2016)
ASSISTS,1,Hamline University (9/10/2016) Wis.-Whitewater (10/20/2016) Ripon College (10/22/2016)
SHOTS,3,Coe College (9/1/2016) Beloit College (9/24/2016) Ripon College (10/22/2016)
SHOTS ON GOAL,1,Coe College (9/1/2016) Cornell College (9/21/2016) Beloit College (9/24/2016) Monmouth College (10/29/2016)
SAVES,1,"Dubuque, Univ. Of (9/7/2016) Hamline University (9/10/2016) Buena Vista (9/11/2016) Lake Forest (9/25/2016) Wis.-Whitewater (10/20/2016) St. Norbert College (11/5/2016)"
FOULS,1,Simpson (IA) (9/14/2016)
CORNER KICKS,1,Cornell College (9/21/2016) Lawrence University (10/16/2016)
