0,1,2
POINTS,5,Buena Vista (9/11/2016)
GOALS,2,Buena Vista (9/11/2016) Simpson (IA) (9/14/2016) Lawrence University (10/16/2016)
ASSISTS,2,Beloit College (9/24/2016) Illinois College (10/1/2016)
SHOTS,6,Ripon College (10/22/2016)
SHOTS ON GOAL,4,Ripon College (10/22/2016)
SAVES,8,Simpson (IA) (9/14/2016)
