#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
21,"Brule, Nick 21Brule, Nick",17,17,1152,11,2,24,32,0.344,22,0.688,0-0,3,1-2,View Bio
6,"Curiskis, Artis 6Curiskis, Artis",16,14,822,5,4,14,19,0.263,13,0.684,1-0,1,1-1,View Bio
8,"DiMarco, Antonio 8DiMarco, Antonio",14,12,863,3,6,12,25,0.12,14,0.56,1-0,0,0-0,View Bio
9,"Buse, Kyle 9Buse, Kyle",19,15,1440,3,0,6,7,0.429,4,0.571,0-0,0,0-0,View Bio
23,"Record, Matt 23Record, Matt",17,3,701,3,0,6,9,0.333,3,0.333,0-0,1,0-0,
10,"Piedrasanta, Carlos 10Piedrasanta, Carlos",19,19,1221,2,1,5,21,0.095,7,0.333,2-0,2,1-1,View Bio
21,"Brule, Nicholas 21Brule, Nicholas",2,1,44,1,2,4,7,0.143,4,0.571,0-0,1,0-0,
11,"Sorenson, Evan 11Sorenson, Evan",11,7,520,1,2,4,11,0.091,9,0.818,0-0,0,0-0,View Bio
30,"Reeves, Zach 30Reeves, Zach",6,1,122,1,1,3,2,0.5,1,0.5,0-0,1,0-0,
2,"Sanchez-Conde, Francisco 2Sanchez-Conde, Francisco",14,12,859,1,1,3,17,0.059,6,0.353,0-0,0,0-0,View Bio
7,"Fluharty, Noah 7Fluharty, Noah",19,11,1020,1,0,2,5,0.2,4,0.8,4-0,0,0-0,View Bio
27,"Lavin, Josh 27Lavin, Josh",17,16,1422,1,0,2,5,0.2,3,0.6,3-0,1,0-0,View Bio
1,"May, Major 1May, Major",18,18,1477,1,0,2,1,1.0,1,1.0,2-0,1,1-1,View Bio
13,"Harroun, Nikolai 13Harroun, Nikolai",14,10,653,0,1,1,5,0.0,0,0.0,1-0,0,0-0,View Bio
15,"Hotchkiss, Sidney 15Hotchkiss, Sidney",13,2,334,0,1,1,4,0.0,1,0.25,1-0,0,0-0,View Bio
4,"Kamp, Michael 4Kamp, Michael",17,6,593,0,1,1,7,0.0,3,0.429,0-0,0,0-0,View Bio
5,"Kobayashi, Mikoto 5Kobayashi, Mikoto",17,6,572,0,1,1,4,0.0,2,0.5,0-0,0,0-0,
19,"Pflipsen, Thomas 19Pflipsen, Thomas",18,17,1426,0,1,1,4,0.0,2,0.5,1-0,0,0-0,View Bio
20,"Ampin-darko, Papakojo 20Ampin-darko, Papakojo",10,1,141,0,0,0,1,0.0,1,1.0,0-0,0,0-0,
0,"Cloutier, Jared 0Cloutier, Jared",5,1,139,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
29,"Collins, Sam 29Collins, Sam",2,0,8,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
3,"Ewing, Leo 3Ewing, Leo",3,0,95,0,0,0,2,0.0,1,0.5,0-0,0,0-0,View Bio
3,"Ewing, Leopold 3Ewing, Leopold",1,0,0,0,0,0,0,0.0,0,0.0,0-0,0,0-0,
26,"Holcomb, Jackson 26Holcomb, Jackson",1,0,0,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
24,"Jennings, Jason 24Jennings, Jason",3,0,67,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
27,"Lavin, Joshua 27Lavin, Joshua",1,1,90,0,0,0,0,0.0,0,0.0,0-0,0,0-0,
12,"Li, Jeff 12Li, Jeff",6,0,152,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
14,"Marin, Juan 14Marin, Juan",19,7,604,0,0,0,13,0.0,4,0.308,0-0,0,0-0,View Bio
00,"Nattinger, Michael 00Nattinger, Michael",2,0,12,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
23,"Record, Matthew 23Record, Matthew",2,0,9,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
22,"Rueda, Enrique 22Rueda, Enrique",5,0,86,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
25,"Silvia, Colton 25Silvia, Colton",13,1,293,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
17,"Steinberg, Zach 17Steinberg, Zach",16,9,1045,0,0,0,3,0.0,0,0.0,1-0,0,0-0,
17,"Steinberg, Zachary 17Steinberg, Zachary",2,2,90,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
16,"Thal, Zach 16Thal, Zach",13,0,436,0,0,0,2,0.0,1,0.5,0-0,0,0-0,View Bio
16,"Thal, Zachary 16Thal, Zachary",1,0,0,0,0,0,0,0.0,0,0.0,0-0,0,0-0,
TM,Team TMTeam,1,0,0,1,0,2,0,0.0,0,0.0,0-0,0,0-0,
,Total,19,-,18508,35,24,94,209,0.167,108,0.517,19-0,11,4-5,
,Opponent,19,-,18292,23,12,58,207,0.111,105,0.507,40-1,7,4-4,
