#,Player,GP,GS,MIN,GA,GAA,SV,SV%,W,L,T,SHO/CBO,SF,Bio Link
0.0,"Cloutier, Jared 0Cloutier, Jared",2,0,14:55,0,0.0,0,0.0,0.0,0.0,0.0,0/0,0,View Bio
1.0,"May, Major 1May, Major",9,9,802:55,8,0.9,34,0.81,6.0,2.0,1.0,3/0,84,View Bio
0.0,"Nattinger, Michael 00Nattinger, Michael",2,0,26:00,0,0.0,0,0.0,0.0,0.0,0.0,0/0,0,View Bio
,Total,9,-,843:50,8,0.85,34,0.81,6.0,2.0,1.0,3,84,
,Opponents,9,-,843:50,22,2.35,38,0.633,,,,1,101,
