0,1,2
POINTS,12,"Dubuque, Univ. Of (9/7/2016)"
GOALS,4,"Dubuque, Univ. Of (9/7/2016)"
ASSISTS,4,"Dubuque, Univ. Of (9/7/2016)"
SHOTS,19,St. Norbert College (10/15/2016)
SHOTS ON GOAL,9,Simpson (IA) (9/14/2016)
SAVES,9,Ripon College (10/22/2016)
FOULS,19,Knox (10/8/2016)
CORNER KICKS,9,"Dubuque, Univ. Of (9/7/2016)"
