Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2011 (Thursday)",5:00 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"L,1-2",Box ScoreBox Score
"September 3, 2011 (Saturday)",1:00 p.m.,Home,Augsburg College,"Grinnell, IA",,,,"W,3-2",Box ScoreBox Score
"September 10, 2011 (Saturday)",1:00 p.m.,Home,University of Dubuque,"Grinnell, IA",,,,"L,0-1",Box ScoreBox Score
"September 14, 2011 (Wednesday)",5:00 p.m.,Away,Coe College,"Cedar Rapids, IA",,,,"T,1-1",Box ScoreBox Score
"September 17, 2011 (Saturday)",1:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,3-0",Box ScoreBox Score
"September 18, 2011 (Sunday)",2:00 p.m.,Home,Central College,"Grinnell, IA",,,,"L,1-2",Box ScoreBox Score
"September 24, 2011 (Saturday)",11:00 a.m.,Away,Lawrence University,"Appleton, WI",,,,"W,3-2",Box ScoreBox Score
"September 25, 2011 (Sunday)",Noon,Away,University of Wisconsin-Oshkosh,"Oshkosh, WI",,,,"W,2-1",Box ScoreBox Score
"October 1, 2011 (Saturday)",11:00 a.m.,Home,St. Norbert College,"Grinnell, IA",,,,"W,4-3",Box ScoreBox Score
"October 2, 2011 (Sunday)",2:00 p.m.,Home,College of St. Catherine,"Grinnell, IA",,,,"W,2-1",Box ScoreBox Score
"October 8, 2011 (Saturday)",11:00 a.m.,Home,Lake Forest College,"Grinnell, IA",,,,"W,5-1",Box ScoreBox Score
"October 15, 2011 (Saturday)",11:00 a.m.,Away,Illinois College,"Jacksonville, IL",,,,"T,0-0",Box ScoreBox Score
"October 17, 2011 (Monday)",4:30 p.m.,Away,Principia College,"St. Louis, MO",,,,"L,0-3",Box ScoreBox Score
"October 22, 2011 (Saturday)",11:00 a.m.,Away,Beloit College,"Beloit, WI",,,,"W,5-0",Box ScoreBox Score
"October 23, 2011 (Sunday)",11:00 a.m.,Away,Carroll University,"Waukesha, Wi",,,,"L,0-2",Box ScoreBox Score
"October 29, 2011 (Saturday)",11:00 a.m.,Home,Ripon College,"Grinnell, IA",,,,"W,3-0",Box ScoreBox Score
"October 30, 2011 (Sunday)",11:00 a.m.,Home,Knox College,"Grinnell, IA",,,,"W,5-0",Box ScoreRecapBox Score
"November 4, 2011 (Friday)",11 a.m.,Neutral,Carroll University (MWC Tournament Semifinal),"De Pere, Wis.",,,Midwest Conference Tournament,"L,0-1",Box ScoreRecapBox Score
