Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"November 6, 2021 (Saturday)",4:00 p.m.,Home,Central Christian College of the Bible,"Grinnell, IA/Darby Gymnasium",,,"W,71-34",Box ScoreRecap
"November 8, 2021 (Monday)",7:00 PM,Home,Central College,"Grinnell, IA/Darby Gymnasium",,,"W,80-66",Box ScoreRecap
"November 10, 2021 (Wednesday)",5:30 PM,Away,Rockford University,"Rockford, IL",,,"L,50-67",Box ScoreRecap
"November 13, 2021 (Saturday)",3:00 PM,Home,Nebraska Wesleyan University,"Grinnell, IA/Darby Gymnasium",,,"L,56-68",Box ScoreRecap
"November 20, 2021 (Saturday)",5:00 PM,Home,Lake Forest College,"Grinnell, IA/Darby Gymnasium",,,"L,76-77(OT)",Box ScoreRecap
"November 23, 2021 (Tuesday)",5:30 p.m.,Away,Buena Vista University,"Storm Lake, IA",,,"W,64-57",Box ScoreRecap
"November 24, 2021 (Wednesday)",6:00 PM,Home,Iowa Wesleyan University,"Grinnell, IA/Darby Gymnasium",,,"L,38-78",Box ScoreRecap
"November 28, 2021 (Sunday)",2:00 PM,Home,Waldorf (Iowa),"Grinnell, IA/Darby Gymnasium",,,"L,60-70",Box ScoreRecap
"November 30, 2021 (Tuesday)",7:30 PM,Away,Knox,"Galesburg, IL",,,"W,58-57",Box ScoreRecap
"December 4, 2021 (Saturday)",3:00 PM,Home,Lawrence University,"Grinnell, IA/Darby Gymnasium",,,"W,72-61",Box ScoreRecap
"December 8, 2021 (Wednesday)",7:30 PM,Home,Cornell College,"Grinnell, IA/Darby Gymnasium",,,"L,66-81",Box ScoreRecap
"January 4, 2022 (Tuesday)",7:30 PM,Away,Ripon College,"Ripon, WI",,,"L,45-62",Box ScoreRecap
"January 9, 2022 (Sunday)",1:30 PM,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,"L,60-74",Box ScoreRecap
"January 15, 2022 (Saturday)",1:00 p.m.,Away,Lawrence University,"Appleton, WI",,,"L,48-66",Box ScoreRecap
"January 22, 2022 (Saturday)",3:00 PM,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,"W,65-58",Box ScoreRecap
"February 1, 2022 (Tuesday)",6:30 PM,Away,Cornell College,"Mount Vernon, IA",,,"W,42-38",Box ScoreRecap
"February 5, 2022 (Saturday)",3:00 p.m.,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,"L,66-74",Box ScoreRecap
"February 6, 2022 (Sunday)",3:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,"L,49-68",Box ScoreRecap
"February 9, 2022 (Wednesday)",7:30 PM,Home,Illinois College,"Grinnell, IA/Darby Gymnasium",,,"L,67-81",Box ScoreRecap
"February 15, 2022 (Tuesday)",7:30 PM,Away,Beloit College,"Beloit, WI",,,"W,63-60(OT)",Box ScoreRecap
"February 17, 2022 (Thursday)",5:30 PM,Home,Beloit College,"Grinnell, IA/Darby Gymnasium",,,"W,74-58",Box ScoreRecap
"February 19, 2022 (Saturday)",3:00 PM,Away,Lake Forest College,"Lake Forest, IL",,,"L,49-55",Box ScoreRecap
"February 20, 2022 (Sunday)",4:00 PM,Away,Illinois College,"Jacksonville, IL",,,Canceled,
