Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 25, 2019 (Sunday)",5 PM,Away,Marian (Scrimmage),"Fond du Lac, Wis.",,,,History
"August 30, 2019 (Friday)",7 PM,Away,Illinois Tech,"Chicago, Ill.",,,"L,0-7",Box ScoreRecap
"September 1, 2019 (Sunday)",1 PM,Away,Wisconsin Lutheran College,"Milwaukee, Wis.",,,"L,1-5",Box ScoreRecap
"September 4, 2019 (Wednesday)",7 PM,Away,Edgewood College,"Madison, Wis.",,,"T,1-12OT",Box ScoreRecap
"September 6, 2019 (Friday)",4:30 PM,Home,Maranatha Baptist,"Beloit, Wis./Strong Complex Soccer Field",,,"W,4-1",Box ScoreRecap
"September 7, 2019 (Saturday)",7 PM,Away,Carroll University,"Waukesha, Wis.",,,"L,0-2",Box ScoreRecap
"September 11, 2019 (Wednesday)",4:30 PM,Home,Concordia University (Wis.),"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-4",Box ScoreRecap
"September 14, 2019 (Saturday)",4 PM,Away,Augustana College (IL),"Rock Island, Ill.",,,"L,0-3",Box ScoreRecap
"September 19, 2019 (Thursday)",4:30 PM,Home,Rockford University,"Beloit, Wis./Strong Complex Soccer Field",,,"T,0-02OT",Box ScoreRecap
"September 21, 2019 (Saturday)",1 PM,Away,Lakeland University,"Plymouth, Wis.",,,"W,3-22 OT",Box ScoreRecap
"September 28, 2019 (Saturday)",1:30 PM,Home,Cornell College,"Beloit, Wis./Strong Complex Soccer Field",,,"W,1-0",Box ScoreRecap
"September 29, 2019 (Sunday)",2:00 PM,Home,Monmouth College,"Loves Park, Ill./ Sportscore Two",,,"L,1-2",Box ScoreRecap
"October 5, 2019 (Saturday)",1:30 PM,Away,Grinnell College,"Grinnell, Iowa",,,"W,2-0",Box ScoreRecap
"October 9, 2019 (Wednesday)",4 PM,Home,Lake Forest College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-3",Box ScoreRecap
"October 12, 2019 (Saturday)",1:30 PM,Away,Lawrence University,"Appleton, Wis.",,,"L,0-1",Box ScoreRecap
"October 19, 2019 (Saturday)",1:30 PM,Away,Knox College,"Galesburg, Ill.",,,"L,0-1",Box ScoreRecap
"October 20, 2019 (Sunday)",1:30 PM,Away,Illinois College,"Jacksonville, Ill.",,,"L,1-2",Box ScoreRecap
"October 26, 2019 (Saturday)",1:30 PM,Home,Ripon College (Senior Day),"Beloit, Wis./Strong Complex Soccer Field",,,"W,2-1",Box ScoreRecap
"November 2, 2019 (Saturday)",3:30 PM,Home,St. Norbert College,"Loves Park, Ill./ Sportscore Two",,,"L,1-8",Box ScoreRecap
