Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 21, 1999 (Sunday)",,Neutral,Bethany,"Orange, CA",,,"W,4-1",
"March 21, 1999 (Sunday)",,Neutral,Otterbein,"Orange, CA",,,"W,5-2",
"March 22, 1999 (Monday)",,Neutral,Lewis & Clark,"Orange, CA",,,"L,5-15",
"March 22, 1999 (Monday)",,Neutral,Whitworth University,"Orange, CA",,,"W,9-7",
"March 23, 1999 (Tuesday)",,Neutral,Pacific University,"Orange, CA",,,"L,4-10",
"March 23, 1999 (Tuesday)",,Neutral,Lewis & Clark,"Orange, CA",,,"L,4-5",
"March 24, 1999 (Wednesday)",,Neutral,Whitworth University,"Orange, CA",,,"L,4-8",
"March 24, 1999 (Wednesday)",,Neutral,Chapman University,"Orange, CA",,,"L,0-13",
"March 26, 1999 (Friday)",,Neutral,Williams College,"Orange, CA",,,"L,6-9",
"March 26, 1999 (Friday)",,Neutral,Redlands,"Orange, CA",,,"L,4-7",
"April 6, 1999 (Tuesday)",,Home,St. Ambrose,"Grinnell, IA",,,"L,1-13",
"April 6, 1999 (Tuesday)",,Home,St. Ambrose,"Grinnell, IA",,,"L,6-11",
"April 10, 1999 (Saturday)",,Home,Grand View,"Grinnell, IA",,,"W,5-4",
"April 11, 1999 (Sunday)",,Home,Westminster,"Grinnell, IA",,,"L,7-16",
"April 11, 1999 (Sunday)",,Home,Concordia (MN),"Grinnell, IA",,,"L,1-2",
"April 17, 1999 (Saturday)",,Away,UW-Eau Claire,"Eau Claire, WI",,,"L,0-8",
"April 17, 1999 (Saturday)",,Neutral,UW-La Crosse,"Eau Claire, WI",,,"L,5-14",
"April 18, 1999 (Sunday)",,Neutral,UW-Superior,"Eau Claire, WI",,,"W,12-5",
"April 18, 1999 (Sunday)",,Neutral,St. Scholastica,"Eau Claire, WI",,,"L,1-7",
"April 24, 1999 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"L,0-1",
"April 24, 1999 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"L,6-7",
"April 25, 1999 (Sunday)",,Home,Illinois College,"Grinnell, IA",,,"W,5-0",
"April 25, 1999 (Sunday)",,Home,Illinois College,"Grinnell, IA",,,"W,9-7",
"April 28, 1999 (Wednesday)",,Home,Monmouth,"Grinnell, IA",,,"L,2-5",
"April 28, 1999 (Wednesday)",,Home,Monmouth,"Grinnell, IA",,,"W,4-1",
"May 1, 1999 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,6-1",
"May 1, 1999 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,11-3",
