Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 19, 2016 (Saturday)",4 PM ET,Neutral,UW-Stevens Point,"Clermont, FL",,,Florida Trip,"W,7-0",Box ScoreRecap
"March 20, 2016 (Sunday)",9 AM ET,Neutral,Union (NY),"Clermont, FL",,,Florida Trip,"W,10-1(5 Inn.)",Box ScoreRecap
"March 20, 2016 (Sunday)",11 AM ET,Neutral,MIT,"Clermont, FL",,,Florida Trip,"W,6-0",Box ScoreRecap
"March 22, 2016 (Tuesday)",9 AM ET,Neutral,Millikin,"Clermont, FL",,,Florida Trip,"W,11-2(5 Inn.)",Box ScoreRecap
"March 22, 2016 (Tuesday)",11 AM ET,Neutral,Buena Vista,"Clermont, FL",,,Florida Trip,"L,1-2",Box ScoreRecap
"March 23, 2016 (Wednesday)",1 PM ET,Neutral,Eastern Connecticut State,"Clermont, FL",,,Florida Trip,"W,10-9(8 Inn.)",Box ScoreRecap
"March 23, 2016 (Wednesday)",4 PM ET,Neutral,UW-Platteville,"Clermont, FL",,,Florida Trip,"W,7-1",Box ScoreRecap
"March 26, 2016 (Saturday)",9 AM ET,Neutral,Middlebury,"Clermont, FL",,,Florida Trip,"W,2-1",Box ScoreRecap
"March 26, 2016 (Saturday)",11 AM ET,Neutral,Williams,"Clermont, FL",,,Florida Trip,"W,8-6",Box ScoreRecap
"March 29, 2016 (Tuesday)",3 PM CT,Away,Lake Forest,"Lake Forest, IL",,,,"L,4-10",Box ScoreRecap
"March 29, 2016 (Tuesday)",5 PM CT,Away,Lake Forest,"Lake Forest, IL",,,,"L,0-8(5 Inn.)",Box ScoreRecap
"April 1, 2016 (Friday)",3:30 PM ET,Away,Kalamazoo,"Kalamazoo, MI",,,,"W,6-4",Box ScoreRecap
"April 1, 2016 (Friday)",5:45 PM ET,Away,Kalamazoo,"Kalamazoo, MI",,,,"W,8-4",Box ScoreRecap
"April 3, 2016 (Sunday)",1 PM CT,Home,UW-Whitewater,"Chicago, IL | Stagg Grass Fields",,,,"L,2-4",Box ScoreRecapPhotos
