Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Brunet, Chris",SR-4,45.90m,"150' 7""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Brunet, Chris",SR-4,44.76m,"146' 10""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Brunet, Chris",SR-4,44.69m,"146' 7""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Brunet, Chris",SR-4,44.08m,"144' 7""",2019 Dick Young Invite,"Apr 20, 2019"
,"Brunet, Chris",SR-4,43.34m,"142' 2""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Brunet, Chris",SR-4,43.33m,"142' 2""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Brunet, Chris",SR-4,43.29m,"142' 0""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Brunet, Chris",SR-4,41.61m,"136' 6""",Cornell College Invitational,"Apr 6, 2019"
,"Brunet, Chris",SR-4,41.41m,"135' 10""",Mustang Open,"Apr 13, 2019"
,"Brunet, Chris",SR-4,41.30m,"135' 6""",Cornell College Invitational,"Apr 6, 2019"
,"Brunet, Chris",SR-4,39.59m,"129' 11""",Cornell College Invitational,"Apr 6, 2019"
,"Brunet, Chris",SR-4,39.38m,"129' 2""",Mustang Open,"Apr 13, 2019"
,"Brunet, Chris",SR-4,39.21m,"128' 8""",Mustang Open,"Apr 13, 2019"
,"Brunet, Chris",SR-4,38.88m,"127' 7""",2019 Viking Classic,"Apr 26, 2019"
,"Brunet, Chris",SR-4,38.57m,"126' 6""",Cornell College Invitational,"Apr 6, 2019"
,"Brunet, Chris",SR-4,38.56m,"126' 6""",Cornell College Invitational,"Apr 6, 2019"
,"Brunet, Chris",SR-4,38.15m,"125' 2""",Mustang Open,"Apr 13, 2019"
,"Brunet, Chris",SR-4,36.46m,"119' 7""",Mustang Open,"Apr 13, 2019"
,"Brunet, Chris",SR-4,36.34m,"119' 3""",Mustang Open,"Apr 13, 2019"
,"Midlash, Nicholas",SO-2,31.20m,"102' 4""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Midlash, Nicholas",SO-2,29.63m,"97' 2""",2019 Dick Young Invite,"Apr 20, 2019"
,"Midlash, Nicholas",SO-2,29.11m,"95' 6""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Midlash, Nicholas",SO-2,28.39m,"93' 2""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Midlash, Nicholas",SO-2,28.32m,"92' 11""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Midlash, Nicholas",SO-2,28.10m,"92' 2""",Emory Classic,"Mar 29, 2019"
,"Midlash, Nicholas",SO-2,28.05m,"92' 0""",2019 Viking Classic,"Apr 26, 2019"
,"Midlash, Nicholas",SO-2,28.04m,"92' 0""",Mustang Open,"Apr 13, 2019"
,"Midlash, Nicholas",SO-2,27.88m,"91' 6""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Midlash, Nicholas",SO-2,27.82m,"91' 3""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Midlash, Nicholas",SO-2,27.74m,"91' 0""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Midlash, Nicholas",SO-2,27.65m,"90' 8""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Midlash, Nicholas",SO-2,27.62m,"90' 7""",Mustang Open,"Apr 13, 2019"
,"Midlash, Nicholas",SO-2,27.15m,"89' 1""",Emory Classic,"Mar 29, 2019"
,"Midlash, Nicholas",SO-2,26.56m,"87' 2""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Midlash, Nicholas",SO-2,26.20m,"85' 11""",Cornell College Invitational,"Apr 6, 2019"
,"Midlash, Nicholas",SO-2,25.74m,"84' 5""",Mustang Open,"Apr 13, 2019"
,"Midlash, Nicholas",SO-2,24.70m,"81' 0""",Cornell College Invitational,"Apr 6, 2019"
,"Markegard, Carter",SO-2,24.01m,"78' 9""",Mustang Open,"Apr 13, 2019"
,"Midlash, Nicholas",SO-2,23.80m,"78' 1""",Cornell College Invitational,"Apr 6, 2019"
,"Markegard, Carter",SO-2,23.46m,"77' 0""",Mustang Open,"Apr 13, 2019"
,"Markegard, Carter",SO-2,22.96m,"75' 4""",2019 Dick Young Invite,"Apr 20, 2019"
,"Markegard, Carter",SO-2,22.50m,"73' 10""",Cornell College Invitational,"Apr 6, 2019"
,"Markegard, Carter",SO-2,22.40m,"73' 6""",Cornell College Invitational,"Apr 6, 2019"
,"Markegard, Carter",SO-2,22.34m,"73' 3""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Markegard, Carter",SO-2,21.69m,"71' 2""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Markegard, Carter",SO-2,21.29m,"69' 10""",Emory Classic,"Mar 29, 2019"
,"Markegard, Carter",SO-2,20.82m,"68' 4""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Markegard, Carter",SO-2,20.67m,"67' 10""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Markegard, Carter",SO-2,20.25m,"66' 5""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Markegard, Carter",SO-2,18.38m,"60' 4""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Markegard, Carter",SO-2,17.87m,"58' 7""",Cornell College Invitational,"Apr 6, 2019"
