Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Renaud, Quinn",FR-1,3.82m,"12' 6.25""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Renaud, Quinn",FR-1,3.80m,"12' 5.5""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Renaud, Quinn",FR-1,3.67m,"12' 0.5""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Renaud, Quinn",FR-1,3.66m,"12' 0""",2019 Dick Young Invite,"Apr 20, 2019"
,"Renaud, Quinn",FR-1,3.65m,"11' 11.75""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Renaud, Quinn",FR-1,3.60m,"11' 9.75""",2019 Viking Classic,"Apr 26, 2019"
,"Renaud, Quinn",FR-1,3.52m,"11' 6.5""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Renaud, Quinn",FR-1,3.50m,"11' 5.75""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Renaud, Quinn",FR-1,3.45m,"11' 3.75""",Mustang Open,"Apr 13, 2019"
,"Midlash, Nicholas",SO-2,3.36m,"11' 0.25""",2019 Dick Young Invite,"Apr 20, 2019"
,"Mohan, Luke",SO-2,3.35m,"10' 11.75""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Midlash, Nicholas",SO-2,3.30m,"10' 10""",2019 Viking Classic,"Apr 26, 2019"
,"Renaud, Quinn",FR-1,3.30m,"10' 10""",Mustang Open,"Apr 13, 2019"
,"Renaud, Quinn",FR-1,3.15m,"10' 4""",Mustang Open,"Apr 13, 2019"
,"Mohan, Luke",SO-2,3.06m,"10' 0.5""",2019 Dick Young Invite,"Apr 20, 2019"
,"Midlash, Nicholas",SO-2,3.05m,"10' 0""",Cornell College Invitational,"Apr 6, 2019"
,"Mohan, Luke",SO-2,3.05m,"10' 0""",Cornell College Invitational,"Apr 6, 2019"
,"Eagen, Sam",FR-1,3.00m,"9' 10""",2019 Viking Classic,"Apr 26, 2019"
,"Li, Frank",FR-1,3.00m,"9' 10""",2019 Viking Classic,"Apr 26, 2019"
,"Renaud, Quinn",FR-1,3.00m,"9' 10""",Mustang Open,"Apr 13, 2019"
,"Midlash, Nicholas",SO-2,3.00m,"9' 10""",Mustang Open,"Apr 13, 2019"
,"Eagen, Sam",FR-1,2.92m,"9' 7""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Mohan, Luke",SO-2,2.92m,"9' 7""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Li, Frank",FR-1,2.91m,"9' 6.5""",2019 Dick Young Invite,"Apr 20, 2019"
,"Eagen, Sam",FR-1,2.91m,"9' 6.5""",2019 Dick Young Invite,"Apr 20, 2019"
,"Mohan, Luke",SO-2,2.90m,"9' 6.25""",Cornell College Invitational,"Apr 6, 2019"
,"Midlash, Nicholas",SO-2,2.90m,"9' 6.25""",Cornell College Invitational,"Apr 6, 2019"
,"Eagen, Sam",FR-1,2.90m,"9' 6.25""",Cornell College Invitational,"Apr 6, 2019"
,"Renaud, Quinn",FR-1,2.85m,"9' 4.25""",Mustang Open,"Apr 13, 2019"
,"Li, Frank",FR-1,2.85m,"9' 4.25""",Mustang Open,"Apr 13, 2019"
,"Eagen, Sam",FR-1,2.85m,"9' 4.25""",Mustang Open,"Apr 13, 2019"
,"Eagen, Sam",FR-1,2.75m,"9' 0.25""",Cornell College Invitational,"Apr 6, 2019"
,"Li, Frank",FR-1,2.70m,"8' 10.25""",Mustang Open,"Apr 13, 2019"
,"Mohan, Luke",SO-2,2.60m,"8' 6.25""",Cornell College Invitational,"Apr 6, 2019"
,"Li, Frank",FR-1,2.55m,"8' 4.25""",Mustang Open,"Apr 13, 2019"
,"Eagen, Sam",FR-1,2.45m,"8' 0.5""",Cornell College Invitational,"Apr 6, 2019"
,"Mohan, Luke",SO-2,2.45m,"8' 0.5""",Cornell College Invitational,"Apr 6, 2019"
