Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Fornari, Luca",FR-1,3.98m,"13' 0.75""",Grinnell Invitational,"Jan 29, 2022"
,"Hollond, Sterling",FR-1,3.65m,"11' 11.75""",Hilltop Invitational,"Jan 22, 2022"
