Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Hiser, Alexander",JR-3,23.75,Liz Wuertz Invite,"Feb 19, 2022",NWI
,"Jacobs, Tommy",SR-4,24.16,Grinnell Invitational,"Jan 29, 2022",NWI
,"Walcher, Kyler",JR-3,24.25,Liz Wuertz Invite,"Feb 19, 2022",NWI
,"Fuller, Andrew",SO-2,24.45,Grinnell Invitational,"Jan 29, 2022",NWI
,"Versh, Peter",FR-1,24.49,Liz Wuertz Invite,"Feb 19, 2022",NWI
,"James, Xavier",FR-1,24.53,Darren Young Invitational,"Feb 12, 2022",NWI
