0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Spring Invite,"Apr 13, 2018",1,124,+52,51st/51
SEASON TOTALS,SEASON TOTALS,1,124 Avg. 124.0,+52,-
