0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Wartburg Spring Invite,"Apr 13, 2018",1,111,+39,50th/51
Grinnell vs. Central Dual,"Apr 21, 2018",1,107,+37,8th/0
Aldeen Preview,"Apr 22, 2018",1,125,+53,42nd/42
Fighting Scots Invitational,"Apr 27-28, 2018",2,108-98=206,+64,72nd/74
Midwest Conference Championships,"May 3-5, 2018",3,111-112-101=324,+108,32nd/33
SEASON TOTALS,SEASON TOTALS,8,873 Avg. 109.1,+38,-
