0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Jim Wetherbee Memorial Invitatational,"Mar 30-31, 2018",2,130-116=246,+102,103rd/106
Grinnell vs. Central Dual,"Apr 21, 2018",1,115,+45,9th/0
SEASON TOTALS,SEASON TOTALS,3,361 Avg. 120.3,+49,-
