Name,GP,STL,STL/G
"#23 Boldt, Anne",23,35,1.5
"#15 Jaeger, Abby",23,23,1.0
"#13 Hirsh, Alissa",17,18,1.1
"#05 Coleman, Cristal",21,15,0.7
"#14 Keller, Ariel",23,15,0.7
"#10 Gatton, Sophia",23,12,0.5
"#32 Matosky, Jordan",22,12,0.5
"#20 Stariha, Lydia",23,9,0.4
"#24 Plemmons, Alex",23,8,0.3
"#11 Neckopulos, Alex",21,6,0.3
"#12 Lopez, Haley",20,5,0.3
"#21 Norton, Kaitlyn",20,4,0.2
"#22 Greenberg, Leah",22,2,0.1
