Name,GP,MIN,MIN/G
"#23 Boldt, Anne",23,626,27.2
"#10 Gatton, Sophia",23,554,24.1
"#13 Hirsh, Alissa",17,537,31.6
"#15 Jaeger, Abby",23,508,22.1
"#20 Stariha, Lydia",23,417,18.1
"#24 Plemmons, Alex",23,385,16.7
"#05 Coleman, Cristal",21,371,17.7
"#11 Neckopulos, Alex",21,302,14.4
"#14 Keller, Ariel",23,249,10.8
"#12 Lopez, Haley",20,182,9.1
"#32 Matosky, Jordan",22,172,7.8
"#21 Norton, Kaitlyn",20,170,8.5
"#22 Greenberg, Leah",22,136,6.2
"#44 Schellinger, Jordan",7,16,2.3
