Statistic,High,Player,Opponent
PUTOUTS,18,Walker Bell,Coe College (4/28/2013)
ASSISTS,11,Mack,Washington U. (3/29/2013)
ERRORS,3,Anthony Mack; Walker Bell; Mack,Concordia (Wis.) (3/21/2013); Monmouth College (4/25/2013); Knox College (4/4/2013)
PASSED BALLS,1,Matt Schaeffer; Isaac Weintraub; Schaeffer; Nelson,Anderson (3/18/2013); Cornell College (4/20/2013); Washington U. (3/29/2013); Washington U. (3/29/2013); Knox College (4/4/2013)
DPS TURNED,3,Walker Bell,Knox College (4/6/2013)
