Player,Longest,Current
"Inafuku, Kainoa",12,1
"Penaflor, Ryan",9,-
"Bell, Walker",7,7
"Davis, Drew",7,4
"Zarcone, Phillip",6,-
"Schaeffer, Matt",6,-
"Mack, Anthony",5,-
"Renfro, Adam",4,2
"Kawahara, Yuki",3,2
"Blumenreich, Matt",3,3
"Beecher, Jacob",3,-
11,1,-
15,1,1
"Nelson, Karl",1,-
"Tremblay, Colin",1,-
"Godinsky, Matt",1,-
"Markey, Jackson",1,1
"Klar, Coby",1,-
"Freese, Eli",1,-
