Date,Loc,Opponent,W/L,Score,IP,H,R,ER,BB,SO,2B,3B,HR,WP,BK,HBP,IBB,W,L,SV,ERA
3/17/2013,vs,Benedictine Univ.,L,4-13,8.0,18,13,12,4,5,2,1,0,3,1,2,0,0,1,0,13.5
3/18/2013,vs,Anderson,L,2-8,6.0,14,8,2,1,2,6,0,0,1,1,0,0,0,2,0,3.0
3/18/2013,vs,Anderson,L,2-3,7.0,7,3,2,2,1,2,0,0,1,1,1,0,0,3,0,2.57
3/19/2013,vs,Hope College,L,2-9,7.0,11,9,9,5,4,1,1,1,1,1,3,0,0,4,0,11.57
3/19/2013,vs,Hope College,L,2-7,6.0,13,7,5,0,3,1,0,0,2,0,1,0,0,5,0,7.5
3/21/2013,vs,Concordia (Wis.),W,9-3,9.0,7,3,2,9,9,1,0,0,1,0,0,0,1,5,0,2.0
3/22/2013,vs,UW-Whitewater,L,5-8,9.0,16,8,7,2,4,4,2,0,2,0,1,2,1,6,0,7.0
3/23/2013,vs,Amherst,W,8-4,9.0,8,4,2,5,5,1,1,0,1,0,1,0,2,6,0,2.0
3/24/2013,vs,Univ. of Chicago,W,4-3,7.0,5,3,3,1,8,1,0,1,0,0,0,0,3,6,0,3.86
3/24/2013,vs,Univ. of Chicago,L,3-16,7.0,17,16,12,3,5,4,0,3,0,0,5,0,3,7,0,15.43
3/29/2013,at,Washington U.,W,3-2,9.0,9,2,1,1,5,0,0,0,0,0,0,0,4,7,0,1.0
3/29/2013,at,Washington U.,L,2-4,8.0,6,4,0,1,2,0,0,0,0,0,0,0,4,8,0,0.0
3/30/2013,at,Washington U.,W,16-3,8.0,7,3,1,2,5,0,0,0,0,0,0,0,5,8,0,1.13
3/30/2013,vs,St. Norbert,L,2-8,9.0,10,8,5,3,10,1,0,0,1,0,2,0,5,9,0,5.0
4/4/2013,at,Knox College,L,5-7,8.0,10,7,2,1,8,2,1,0,0,0,2,0,5,10,0,2.25
4/4/2013,at,Knox College,W,14-8,9.0,8,8,2,3,8,2,0,1,0,0,2,0,6,10,0,2.0
4/6/2013,,Knox College,L,1-3,9.0,7,3,2,2,4,4,0,0,0,0,0,0,6,11,0,2.0
4/6/2013,,Knox College,L,3-7,9.0,11,7,5,2,4,3,0,1,0,0,0,0,6,12,0,5.0
4/13/2013,,Illinois College,L,0-5,9.0,6,5,2,1,7,3,0,1,0,0,3,0,6,13,0,2.0
4/13/2013,,Illinois College,W,8-2,9.0,5,2,1,1,8,2,0,1,0,0,1,0,7,13,0,1.0
4/14/2013,at,Illinois College,L,0-3,8.0,9,3,1,0,7,2,0,0,0,0,1,0,7,14,0,1.13
4/14/2013,at,Illinois College,W,10-4,9.0,5,4,2,5,9,3,0,0,2,0,1,0,8,14,0,2.0
4/20/2013,,Cornell College,W,2-1,9.0,8,1,1,1,8,0,0,0,0,0,0,0,9,14,0,1.0
4/20/2013,,Cornell College,L,3-5,9.0,10,5,4,1,12,1,0,1,3,0,0,0,9,15,0,4.0
4/21/2013,at,Cornell College,W,15-0,7.0,3,0,0,1,8,1,0,0,0,0,0,0,10,15,0,0.0
4/21/2013,at,Cornell College,W,14-1,7.0,5,1,1,0,3,1,0,0,1,0,0,0,11,15,0,1.29
4/25/2013,,Monmouth College,L,4-5,9.0,15,5,4,1,9,5,0,0,0,0,1,0,11,16,0,4.0
4/25/2013,,Monmouth College,L,4-13,9.0,13,13,5,7,7,4,0,1,0,0,0,0,11,17,0,5.0
4/27/2013,at,Monmouth College,W,7-2,9.0,10,2,2,0,3,4,0,0,0,0,0,0,12,17,0,2.0
4/27/2013,at,Monmouth College,W,8-5,9.0,12,5,3,3,10,6,0,0,1,0,0,0,13,17,0,3.0
4/28/2013,at,Coe College,L,7-8,10.1,8,8,4,4,2,1,0,0,2,1,2,0,13,18,0,3.48
5/1/2013,at,Augustana,L,2-9,8.0,13,9,7,3,5,4,0,0,0,0,1,0,13,19,0,7.88
5/10/2013,at,Ripon College,L,3-9,8.0,15,9,9,2,4,2,0,0,1,1,0,0,13,20,0,10.13
5/10/2013,vs,Knox College,L,7-12,9.0,14,12,7,4,6,4,0,2,1,0,1,0,13,21,0,7.0
Total,,,,181-200,282.1,335,200,127,81,200,78,6,13,24,6,31,2,13,21,0,
