#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
35.0,"Renfro, Adam 35 Renfro, Adam",24,22,2,0,1.0,0,0,0,0,0,View Bio
22.0,"Nelson, Karl 22 Nelson, Karl",20,19,1,0,1.0,0,1,0,2,0,View Bio
31.0,"Ormond, Jason 31 Ormond, Jason",19,7,12,0,1.0,0,0,3,0,0,View Bio
39.0,"Essig, John 39 Essig, John",11,4,7,0,1.0,0,8,1,0,0,View Bio
26.0,"Godinsky, Matt 26 Godinsky, Matt",7,5,2,0,1.0,0,0,0,0,0,View Bio
42.0,"Fisher, Graham 42 Fisher, Graham",7,2,5,0,1.0,0,1,0,0,0,View Bio
15.0,15  15 15,6,4,2,0,1.0,0,0,0,0,0,
21.0,"Platt, Andrew 21 Platt, Andrew",3,0,3,0,1.0,0,3,1,0,0,View Bio
34.0,"Eckberg, Chris 34 Eckberg, Chris",3,1,2,0,1.0,0,2,0,0,0,View Bio
40.0,"Weintraub, Isaac 40 Weintraub, Isaac",3,3,0,0,1.0,0,0,0,1,0,View Bio
11.0,11  11 11,2,2,0,0,1.0,0,0,0,0,0,
18.0,"Petritis, Steven 18 Petritis, Steven",1,1,0,0,1.0,0,0,0,0,0,View Bio
29.0,"Brown, Ryan 29 Brown, Ryan",1,0,1,0,1.0,0,1,0,0,0,View Bio
4.0,"Annerino, Michael 4 Annerino, Michael",1,1,0,0,1.0,0,1,1,0,0,View Bio
24.0,"Schaeffer, Matt 24 Schaeffer, Matt",204,185,17,2,0.99,1,41,9,6,0,View Bio
6.0,"Davis, Drew 6 Davis, Drew",62,58,3,1,0.984,0,0,0,0,0,View Bio
41.0,"Penaflor, Ryan 41 Penaflor, Ryan",34,30,3,1,0.971,0,0,0,0,0,View Bio
5.0,"Bell, Walker 5 Bell, Walker",341,313,16,12,0.965,23,0,0,0,0,View Bio
23.0,"Pahos, Will 23 Pahos, Will",21,4,16,1,0.952,0,13,1,0,0,View Bio
7.0,"Blumenreich, Matt 7 Blumenreich, Matt",163,72,83,8,0.951,18,0,0,0,0,View Bio
27.0,"Kelley, Andrew 27 Kelley, Andrew",13,0,12,1,0.923,0,9,1,0,0,View Bio
12.0,"Inafuku, Kainoa 12 Inafuku, Kainoa",109,23,76,10,0.908,7,0,0,0,0,View Bio
10.0,"Zarcone, Phillip 10 Zarcone, Phillip",31,27,1,3,0.903,0,0,0,0,0,View Bio
38.0,"Tinkham, Sam 38 Tinkham, Sam",9,0,8,1,0.889,2,4,1,0,0,View Bio
13.0,"Mack, Anthony 13 Mack, Anthony",212,54,127,31,0.854,16,0,0,0,0,View Bio
36.0,"Klar, Coby 36 Klar, Coby",10,1,6,3,0.7,1,0,0,0,0,View Bio
28.0,"Beecher, Jacob 28 Beecher, Jacob",15,8,2,5,0.667,0,0,0,0,0,View Bio
19.0,"Jacobson, Max 19 Jacobson, Max",2,1,0,1,0.5,0,0,0,0,0,View Bio
16.0,"Voelker, Ross 16 Voelker, Ross",0,0,0,0,0.0,0,0,0,0,0,View Bio
2.0,"Sipala, Tyler 2 Sipala, Tyler",0,0,0,0,0.0,0,0,0,0,0,View Bio
25.0,"Tremblay, Colin 25 Tremblay, Colin",0,0,0,0,0.0,0,0,0,0,0,View Bio
3.0,"Kawahara, Yuki 3 Kawahara, Yuki",0,0,0,0,0.0,0,0,0,0,0,View Bio
32.0,"Bennett, Will 32 Bennett, Will",0,0,0,0,0.0,0,0,0,0,0,View Bio
33.0,"Markey, Jackson 33 Markey, Jackson",0,0,0,0,0.0,0,0,0,0,0,View Bio
44.0,"Freese, Eli 44 Freese, Eli",0,0,0,0,0.0,0,0,0,0,0,View Bio
8.0,"Westre, Justin 8 Westre, Justin",0,0,0,0,0.0,0,0,0,0,0,View Bio
9.0,"Sales, Ian 9 Sales, Ian",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,1334,847,407,80,0.94,25,84,18,9,0,
,Opponents,1280,864,361,55,0.957,23,98,22,11,0,
