#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
41.0,"Penaflor, Ryan 41 Penaflor, Ryan",13,12,1,0,1.0,0,0,0,0,0,View Bio
35.0,"Renfro, Adam 35 Renfro, Adam",12,11,1,0,1.0,0,0,0,0,0,View Bio
31.0,"Ormond, Jason 31 Ormond, Jason",9,1,8,0,1.0,0,0,3,0,0,View Bio
39.0,"Essig, John 39 Essig, John",8,3,5,0,1.0,0,5,0,0,0,View Bio
27.0,"Kelley, Andrew 27 Kelley, Andrew",5,0,5,0,1.0,0,1,0,0,0,View Bio
22.0,"Nelson, Karl 22 Nelson, Karl",4,4,0,0,1.0,0,0,0,0,0,View Bio
42.0,"Fisher, Graham 42 Fisher, Graham",4,0,4,0,1.0,0,0,0,0,0,View Bio
38.0,"Tinkham, Sam 38 Tinkham, Sam",3,0,3,0,1.0,2,0,0,0,0,View Bio
21.0,"Platt, Andrew 21 Platt, Andrew",2,0,2,0,1.0,0,2,1,0,0,View Bio
40.0,"Weintraub, Isaac 40 Weintraub, Isaac",2,2,0,0,1.0,0,0,0,1,0,View Bio
11.0,11  11 11,1,1,0,0,1.0,0,0,0,0,0,
26.0,"Godinsky, Matt 26 Godinsky, Matt",1,0,1,0,1.0,0,0,0,0,0,View Bio
34.0,"Eckberg, Chris 34 Eckberg, Chris",1,1,0,0,1.0,0,1,0,0,0,View Bio
24.0,"Schaeffer, Matt 24 Schaeffer, Matt",125,114,10,1,0.992,1,14,5,2,0,View Bio
5.0,"Bell, Walker 5 Bell, Walker",170,159,5,6,0.965,10,0,0,0,0,View Bio
12.0,"Inafuku, Kainoa 12 Inafuku, Kainoa",44,9,33,2,0.955,2,0,0,0,0,View Bio
6.0,"Davis, Drew 6 Davis, Drew",20,18,1,1,0.95,0,0,0,0,0,View Bio
7.0,"Blumenreich, Matt 7 Blumenreich, Matt",79,30,45,4,0.949,7,0,0,0,0,View Bio
23.0,"Pahos, Will 23 Pahos, Will",11,2,8,1,0.909,0,5,1,0,0,View Bio
13.0,"Mack, Anthony 13 Mack, Anthony",109,29,67,13,0.881,8,0,0,0,0,View Bio
10.0,"Zarcone, Phillip 10 Zarcone, Phillip",14,12,0,2,0.857,0,0,0,0,0,View Bio
28.0,"Beecher, Jacob 28 Beecher, Jacob",8,5,0,3,0.625,0,0,0,0,0,View Bio
36.0,"Klar, Coby 36 Klar, Coby",5,1,1,3,0.4,0,0,0,0,0,View Bio
16.0,"Voelker, Ross 16 Voelker, Ross",0,0,0,0,0.0,0,0,0,0,0,View Bio
18.0,"Petritis, Steven 18 Petritis, Steven",0,0,0,0,0.0,0,0,0,0,0,View Bio
2.0,"Sipala, Tyler 2 Sipala, Tyler",0,0,0,0,0.0,0,0,0,0,0,View Bio
25.0,"Tremblay, Colin 25 Tremblay, Colin",0,0,0,0,0.0,0,0,0,0,0,View Bio
3.0,"Kawahara, Yuki 3 Kawahara, Yuki",0,0,0,0,0.0,0,0,0,0,0,View Bio
33.0,"Markey, Jackson 33 Markey, Jackson",0,0,0,0,0.0,0,0,0,0,0,View Bio
44.0,"Freese, Eli 44 Freese, Eli",0,0,0,0,0.0,0,0,0,0,0,View Bio
8.0,"Westre, Justin 8 Westre, Justin",0,0,0,0,0.0,0,0,0,0,0,View Bio
9.0,"Sales, Ian 9 Sales, Ian",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,650,414,200,36,0.945,30,28,10,3,0,
,Opponents,622,414,183,25,0.96,34,52,13,3,0,
