0,1,2
POINTS,4,Illinois College (9/22/2012) Cornell College (10/3/2012) Ripon College (10/28/2012)
GOALS,2,Illinois College (9/22/2012) Cornell College (10/3/2012) Ripon College (10/28/2012)
ASSISTS,2,Lawrence University (10/20/2012)
SHOTS,8,Knox College (9/29/2012)
SHOTS ON GOAL,5,Knox College (9/29/2012)
SAVES,9,St. Norbert College (10/21/2012)
