0,1,2
POINTS,2,Carroll University (9/16/2012) Monmouth College (10/27/2012)
GOALS,1,Carroll University (9/16/2012) Central College (9/20/2012) Knox College (9/29/2012) Augustana College (9/30/2012) Monmouth College (10/27/2012)
ASSISTS,1,Central College (9/20/2012) Knox College (9/29/2012) Augustana College (9/30/2012) St. Norbert College (10/21/2012) Ripon College (10/28/2012)
SHOTS,4,Carroll University (9/16/2012) Central College (9/20/2012) Monmouth College (10/27/2012)
SHOTS ON GOAL,2,Augsburg College (9/8/2012) Carroll University (9/16/2012) Central College (9/20/2012) Monmouth College (10/27/2012)
SAVES,1,Simpson (9/5/2012) Buena Vista Univ. (9/9/2012) Beloit College (10/6/2012) Lawrence University (10/20/2012) Monmouth College (10/27/2012)
FOULS,2,Coe College (9/1/2012)
CORNER KICKS,1,Simpson (9/5/2012) Augsburg College (9/8/2012) Lake Forest (9/15/2012) Carroll University (9/16/2012) Augustana College (9/30/2012) Cornell College (10/3/2012)
