Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Smith, Abbie",SO-2,24.66m,"80' 11""",IC True Blue Invitational,"May 1, 2021"
,"Dalla Betta, Francesca",JR-3,14.01m,"45' 11""",Midwest Conference Outdoor Championships (South Division),"May 14, 2021"
