Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:27.12,"Silvia, Braun, Fulgoni, Moorehead",2014 Midwest Conference T&F Championships,"May 9, 2014"
,3:28.59,"Hardman, Fulgoni, Braun, Silvia",2014 Kip Janvrin Open,"Apr 24, 2014"
