Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Brewer, Ben",,52.86m,"173' 5""",Midwest Conference Championship,"May 13, 2011"
,"Bradley, Marquis",SR,48.22m,"158' 2""",Kip Janvrin Open,"Apr 28, 2011"
,"Salazar, David",,39.80m,"130' 7""",Monmouth Scots Invite,"May 7, 2011"
