Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 29, 2014 (Friday)",6:00 p.m.,Neutral,Carthage College,"Elmhurst, IL",,,Elmhurst Invitational,"L,0-3",Box ScoreRecap
"August 29, 2014 (Friday)",8:00 p.m.,Neutral,Luther College,"Elmhurst, IL",,,Elmhurst Invitational,"L,0-3",Box ScoreRecap
"August 30, 2014 (Saturday)",11:00 a.m.,Away,Elmhurst University,"Elmhurst, IL",,,Elmhurst Invitational,"L,0-3",Box ScoreRecap
"August 30, 2014 (Saturday)",1:00 p.m.,Neutral,Coe College,"Elmhurst, IL",,,Elmhurst Invitational,"L,0-3",Box ScoreRecap
"September 5, 2014 (Friday)",7:30 p.m.,Neutral,Blackburn College,"Bloomington, IL",,,Barker Chevrolet Classic I,"W,3-0",Box ScoreRecap
"September 6, 2014 (Saturday)",10:00 a.m.,Away,Illinois Wesleyan University,"Bloomington, IL",,,Barker Chevrolet Classic I,"L,1-3",Box ScoreRecap
"September 6, 2014 (Saturday)",12:00 p.m.,Neutral,Greenville University,"Bloomington, IL",,,Barker Chevrolet Classic I,"L,0-3",Box ScoreRecap
"September 9, 2014 (Tuesday)",7:00 p.m.,Away,Wheaton College (Ill.),"Wheaton, IL",,,,"L,1-3",Box ScoreRecap
"September 13, 2014 (Saturday)",2:00 p.m.,Neutral,Carleton College,"Grinnell, IA",,,ACM Tournament,"L,0-3",Box ScoreRecap
"September 13, 2014 (Saturday)",4:00 p.m.,Away,Grinnell College,"Grinnell, IA",,,ACM Tournament,"L,1-3",Box ScoreRecap
"September 14, 2014 (Sunday)",9:00 a.m.,Neutral,Luther College,"Grinnell, IA",,,ACM Tournament,"W,3-1",Box ScoreRecap
"September 14, 2014 (Sunday)",11:00 a.m.,Neutral,Macalester College,"Grinnell, IA",,,ACM Tournament,"L,1-3",Box ScoreRecap
"September 17, 2014 (Wednesday)",7:00 p.m.,Away,Mount Mary University,"Milwaukee, WI",,,,"W,3-0",Box ScoreRecap
"September 19, 2014 (Friday)",6:00 p.m.,Neutral,Benedictine University,"Naperville, IL",,,Red & Black Triangular,"W,3-2",Box ScoreRecap
"September 19, 2014 (Friday)",8:00 p.m.,Away,North Central College,"Naperville, IL",,,Red & Black Triangular,"L,1-3",Box ScoreRecap
"September 24, 2014 (Wednesday)",7:00 p.m.,Home,Marian University,"Lake Forest, IL",,,,"W,3-1",Box ScoreRecap
"September 26, 2014 (Friday)",7:00 p.m.,Home,Trinity International University,"Lake Forest, IL",,,,"W,3-0",Box ScoreRecap
"September 30, 2014 (Tuesday)",7:00 p.m.,Home,Beloit College,"Lake Forest, IL",,,,"W,3-0",Box ScoreRecap
"October 2, 2014 (Thursday)",7:00 p.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,3-0",Box ScoreRecap
"October 10, 2014 (Friday)",7:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,3-2",Box ScoreRecap
"October 11, 2014 (Saturday)",11:30 a.m.,Away,Knox College,"Galesburg, IL",,,,"W,3-2",Box ScoreRecap
"October 17, 2014 (Friday)",7:00 p.m.,Home,Grinnell College,"Lake Forest, IL",,,,"W,3-0",Box ScoreRecap
"October 18, 2014 (Saturday)",1:00 p.m.,Home,Cornell College,"Lake Forest, IL",,,Parents Day,"L,0-3",Box ScoreRecap
"October 24, 2014 (Friday)",7:00 p.m.,Home,St. Norbert College,"Lake Forest, IL",,,,"L,1-3",Box ScoreRecap
"October 25, 2014 (Saturday)",1:00 p.m.,Home,Lawrence University,"Lake Forest, IL",,,Senior Day,"W,3-2",Box ScoreRecap
"October 28, 2014 (Tuesday)",7:30 p.m.,Away,Carroll University,"Waukesha, WI",,,,"L,0-3",Box ScoreRecap
"October 31, 2014 (Friday)",7:00 p.m.,Away,Ripon College,"Ripon, WI",,,,"W,3-1",Box ScoreRecap
"November 7, 2014 (Friday)",7:00 p.m.,Away,Cornell College,"Mount Vernon, IA",,,Midwest Conference Tournament,"L,0-3",Box ScoreRecap
