Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Page, James",FR-1,46.19m,"151' 6""",16 Midwest Conference Championships,"May 13, 2016"
,"Page, James",FR-1,45.39m,"148' 11""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Page, James",FR-1,45.30m,"148' 7""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Page, James",FR-1,44.81m,"147' 0""",16 Midwest Conference Championships,"May 13, 2016"
,"Page, James",FR-1,44.73m,"146' 9""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Page, James",FR-1,44.71m,"146' 8""",16 Midwest Conference Championships,"May 13, 2016"
,"Page, James",FR-1,44.49m,"145' 11""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Page, James",FR-1,44.28m,"145' 3""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Page, James",FR-1,44.14m,"144' 10""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Page, James",FR-1,43.71m,"143' 5""",16 Midwest Conference Championships,"May 13, 2016"
,"Page, James",FR-1,43.63m,"143' 2""",16 Midwest Conference Championships,"May 13, 2016"
,"Page, James",FR-1,43.50m,"142' 8""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Page, James",FR-1,43.49m,"142' 8""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Page, James",FR-1,43.09m,"141' 4""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Page, James",FR-1,42.78m,"140' 4""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Page, James",FR-1,42.58m,"139' 8""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Page, James",FR-1,42.57m,"139' 8""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Page, James",FR-1,42.37m,"139' 0""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Page, James",FR-1,42.16m,"138' 4""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Page, James",FR-1,41.88m,"137' 5""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Gustafson, Jack",FR-1,41.86m,"137' 4""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Page, James",FR-1,41.60m,"136' 6""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Page, James",FR-1,41.34m,"135' 7""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Page, James",FR-1,41.30m,"135' 6""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Page, James",FR-1,40.69m,"133' 6""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Page, James",FR-1,40.55m,"133' 0""",16 Midwest Conference Championships,"May 13, 2016"
,"Page, James",FR-1,40.29m,"132' 2""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Page, James",FR-1,40.15m,"131' 9""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Page, James",FR-1,39.85m,"130' 9""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Page, James",FR-1,39.64m,"130' 1""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Page, James",FR-1,39.13m,"128' 4""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,39.12m,"128' 4""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Gustafson, Jack",FR-1,38.85m,"127' 5""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,38.00m,"124' 8""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,37.92m,"124' 5""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,37.81m,"124' 0""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,37.70m,"123' 8""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Gustafson, Jack",FR-1,37.23m,"122' 2""",16 Midwest Conference Championships,"May 13, 2016"
,"Gustafson, Jack",FR-1,37.11m,"121' 9""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Gustafson, Jack",FR-1,36.85m,"120' 11""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,36.66m,"120' 3""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Gustafson, Jack",FR-1,36.55m,"119' 11""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Gustafson, Jack",FR-1,36.44m,"119' 7""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,34.80m,"114' 2""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Gustafson, Jack",FR-1,33.62m,"110' 4""",16 Midwest Conference Championships,"May 13, 2016"
,"Gustafson, Jack",FR-1,32.92m,"108' 0""",16 Midwest Conference Championships,"May 13, 2016"
