Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 30, 2019 (Friday)",5:00 p.m.,Home,Coe College,"Grinnell, IA",,,"W,2-1(OT)",Box ScoreRecap
"September 7, 2019 (Saturday)",3:00 p.m.,Home,Buena Vista University,"Grinnell, IA",,,"W,7-3",Box ScoreRecap
"September 8, 2019 (Sunday)",1:30 p.m.,Away,Carleton College,"Northfield, MN",,,"L,0-1",Box ScoreRecap
"September 11, 2019 (Wednesday)",7:00 p.m.,Away,Simpson College,"Indianola, IA",,,"L,0-2",Box ScoreRecap
"September 13, 2019 (Friday)",7:00 p.m.,Away,University of Northwestern (MN),"St. Paul, Minn.",,,"W,2-1(OT)",Box ScoreRecap
"September 14, 2019 (Saturday)",1:00 p.m.,Away,Bethany Lutheran College,"Mankato, MN",,,"L,1-3",Box ScoreRecap
"September 16, 2019 (Monday)",5:00 p.m.,Home,Iowa Wesleyan University,"Grinnell, IA",,,"W,5-3",Box ScoreRecap
"September 21, 2019 (Saturday)",1:00 p.m.,Away,University of Dubuque,"Dubuque, IA",,,"L,1-3",Box ScoreRecap
"September 28, 2019 (Saturday)",1:30 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,"L,1-2",Box ScoreRecap
"September 29, 2019 (Sunday)",1:30 p.m.,Away,Lawrence University,"Appleton, WI",,,"L,3-4",Box ScoreRecap
"October 5, 2019 (Saturday)",1:30 p.m.,Home,Beloit College,"Grinnell, IA",,,"L,0-2",Box ScoreRecap
"October 9, 2019 (Wednesday)",4:00 p.m.,Home,Cornell College,"Grinnell, IA",,,"T,3-3(2 OT)",Box ScoreRecap
"October 12, 2019 (Saturday)",1:30 p.m.,Away,Knox College,"Galesburg, IL",,,"L,0-1",Box ScoreRecap
"October 19, 2019 (Saturday)",1:30 p.m.,Home,Ripon College,"Grinnell, IA",,,"W,6-1",Box ScoreRecap
"October 20, 2019 (Sunday)",1:30 p.m.,Home,St. Norbert College,"Grinnell, IA",,,"L,1-3",Box ScoreRecap
"October 26, 2019 (Saturday)",1:30 p.m.,Away,Monmouth College,"Monmouth, IL",,,"W,4-3",Box ScoreRecap
"November 2, 2019 (Saturday)",1:30 p.m.,Away,Illinois College,"Jacksonville, IL",,,"W,4-3",Box ScoreRecap
