Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2015 (Tuesday)",5:00 PM,Home,Webster University,"Jacksonville, Ill.",,,"L,1-2",Box ScoreRecap
"September 5, 2015 (Saturday)",5:00 PM,Home,Spalding University,"Jacksonville, Ill.",,,"W,2-0",Box ScoreRecap
"September 6, 2015 (Sunday)",5:00 PM,Home,Westminster College (MO),"Jacksonville, Ill.",,,"W,2-0",Box ScoreRecap
"September 9, 2015 (Wednesday)",6:00 PM,Away,Fontbonne University,"St. Louis, Mo.",,,"W,2-1",Box ScoreRecap
"September 13, 2015 (Sunday)",10:00 AM,Neutral,Hendrix College,"Memphis, Tenn.",,,"L,1-5",Box ScoreRecap
"September 17, 2015 (Thursday)",7:00 PM,Away,Illinois Wesleyan University,"Bloomington, Ill.",,,"L,0-7",Box ScoreRecap
"September 20, 2015 (Sunday)",2:00 PM,Away,Washington University in St. Louis,"St. Louis, Mo.",,,"L,0-4",Box ScoreRecap
"September 22, 2015 (Tuesday)",5:00 PM,Home,Knox College,"Jacksonville, Ill.",,,"T,1-1(2OT)",Box ScoreRecap
"September 26, 2015 (Saturday)",11:00 AM,Away,Cornell College,"Mount Vernon, Iowa",,,"L,1-2",Box ScoreRecap
"September 29, 2015 (Tuesday)",7:00 PM,Home,Greenville College,"Jacksonville, Ill.",,,"T,0-0(2OT)",Box ScoreRecap
"October 3, 2015 (Saturday)",11:00 AM,Home,Lawrence University,"Jacksonville, Ill.",,,"L,0-1",Box ScoreRecap
"October 4, 2015 (Sunday)",11:00 AM,Home,St. Norbert College,"Jacksonville, Ill.",,,"W,2-1(2OT)",Box ScoreRecap
"October 10, 2015 (Saturday)",11:00 AM,Home,Carroll University,"Jacksonville, Ill.",,,"L,0-3",Box ScoreRecap
"October 17, 2015 (Saturday)",11:00 AM,Away,Beloit College,"Beloit, WI",,,"L,1-2",Box ScoreRecap
"October 18, 2015 (Sunday)",11:00 AM,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,1-4",Box ScoreRecap
"October 24, 2015 (Saturday)",3:00 PM,Home,Grinnell College,"Jacksonville, Ill.",,,"W,2-0",Box ScoreRecap
"October 28, 2015 (Wednesday)",3:30 PM,Away,Monmouth College,"Monmouth, Ill.",,,"L,0-2",Box ScoreRecap
"October 31, 2015 (Saturday)",11:00 AM,Away,Ripon College,"Ripon, Wis.",,,"W,4-1",Box ScoreRecap
