Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Leopoldo, Caleb",FR-1,12.33m,"40' 5.5""",Grinnell Opener Invite,"Dec 6, 2024"
,"Clawson, Ian",JR-3,11.90m,"39' 0.5""",Dutch Athletic Classic,"Jan 17, 2025"
,"Chu, Travis",SR-4,11.75m,"38' 6.75""",Dutch Athletic Classic,"Jan 17, 2025"
,"Leonard, Rory",FR-1,10.79m,"35' 5""",Grinnell Opener Invite,"Dec 6, 2024"
,"Bell, Jake",SO-2,10.33m,"33' 10.75""",Dutch Athletic Classic,"Jan 17, 2025"
,"Brennan, Oleg",FR-1,9.23m,"30' 3.5""",Dutch Athletic Classic,"Jan 17, 2025"
