Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2012 (Saturday)",1 p.m.,Home,Bethany Lutheran College,"RIPON, Wis.",,,"W,2-0",Box Score
"September 2, 2012 (Sunday)",1 p.m.,Away,Lakeland College,"Sheboygan, Wis.",,,"W,6-2",Box Score
"September 7, 2012 (Friday)",5:30 p.m.,Away,Edgewood College,"Madison, Wis.",,,"L,1-4",Box Score
"September 15, 2012 (Saturday)",11 a.m.,Home,Knox College,"RIPON, Wis./Prairie Field",,,"W,7-0",Box Score
"September 16, 2012 (Sunday)",11 a.m.,Home,Monmouth College,"RIPON, Wis./Prairie Field",,,"W,1-0",Box Score
"September 22, 2012 (Saturday)",11 a.m.,Home,Carroll University,"RIPON, Wis./Prairie Field",,,"L,0-5",Box Score
"September 25, 2012 (Tuesday)",4 p.m.,Away,Maranatha Baptist Bible College,"Watertown, Wis.",,,"W,5-0",Box Score
"September 29, 2012 (Saturday)",1 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,2-3(2OT)",Box Score
"September 30, 2012 (Sunday)",1 p.m.,Away,Beloit College,"Beloit, Wis.",,,"L,0-2",Box Score
"October 4, 2012 (Thursday)",3:30 p.m.,Home,Finlandia University,"RIPON, Wis./Prairie Field",,,"W,10-0",RecapBox Score
"October 6, 2012 (Saturday)",11 a.m.,Away,Illinois College,"Jacksonville, Ill.",,,"L,2-3",Box Score
"October 10, 2012 (Wednesday)",3:30 p.m.,Home,Lawrence University,"RIPON, Wis./Prairie Field",,,"W,2-0",Box Score
"October 14, 2012 (Sunday)",1 p.m.,Away,Concordia University-Chicago,"Chicago, Ill.",,,"T,1-1(2OT)",Box Score
"October 16, 2012 (Tuesday)",2 p.m.,Away,Northland International University,"Dunbar, Wis.",,,"W,2-0",Box Score
"October 20, 2012 (Saturday)",11 a.m.,Away,UW-Superior,"Superior, Wis.",,,"W,2-1",Box Score
"October 24, 2012 (Wednesday)",5 p.m.,Away,St. Norbert College,"DePere, Wis.",,,"T,1-1(2OT)",RecapBox Score
"October 27, 2012 (Saturday)",11 a.m.,Away,Cornell College,"Mount Vernon, Iowa",,,"W,2-1(OT)",Box Score
"October 28, 2012 (Sunday)",11 a.m.,Away,Grinnell College,"Grinnell, IA",,,"L,0-3",Box Score
